,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword
4919,1242.0,inline function,"deff(""[v1]=sortvect1(v1)"",""gsort(v1)"")disp(v1)the inline function  working for gsort or for round functiondeff(""[v2]=roundtvect2(v2)"",""round(v2)"")",it should work.plz provide more detailed procedure that you are trying.,Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4920,1251.0,scipt and function,"when a function is declared with multiple return values, should the variable names in function declaration and definition should match?",please go through the tutorial again.there is no different declaration and definition in scilab.,Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4921,1268.0,deff command,what is deff command?,deff is used to define a function inline.,Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4922,1268.0,deff command,what is deff command?,deff is a command meant to define inline functions.,Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4923,1273.0,about execution,in scilab can we get line by line execuion like matlab?and can we get line by line value of any program in scilab?,"yes. add no semicolons to the end of lines in your script. after you create a script, run it via 'file with echo' under the execute menu.",Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4924,1282.0,script related query,"helloi am from shree l.r.tiwari college of engineering,thane would like to know that in scripts how more than 2 or more scripts can be accumulated in the same editor.",you can use them in separate tabs.,Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4925,2859.0,file,is sci lab editor and sci note are same ? in 6 .0 i didnt find the sci lab editor and on execution of sci note it shows an error,"yes, scilab editor and scinote both are same. to open it write command 'editor()' on scilab console.",Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4926,3151.0,how to solve two equations in scilab?,i have two equations in my hand with unknowns.2.1 + 5.6*a - 3.2*b = 53.9 -9.5*a - 7.6*b = 7how to solve these equations in scilab and get the values of a and b ?,"first of all rearrange these two equations.5.6*a - 3.2*b = 2.9-9.5*a - 7.6*b = 3.1in scilab console type, x=[5.6 -3.2; -9.5 -7.6], y=[2.9;3.1]z= inv(x)*y",Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4927,3271.0,where to find editor option?,i can't find the editor option on scilab 6.1.0. i am using ubuntu 18.04.,"in scilab 6.1.0, 'editor' option is now available as 'launch scinotes'.",Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4928,3272.0,cannot find load into scilab option in scilab 6.1.0,"i am using scilab 6.1.0 on ubuntu 18.04, and i am unable to find the 'load into scilab' option.","in scilab 6.1.0, the option ""load into scilab"" is now changed to ""file with echo"".",Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4929,3287.0,present working directory,how do i get to know my present working directory?,type command 'pwd' in scilab console to know the present working directory.,Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4930,3434.0,software,my software automatically closes after 2-3 minutes. why this problem occurs even i install two times,please mention the commands which are causing to close scilab. also tell us which version of scilab you are using and the operating system in use.,Scilab,Scripts-and-Functions,"Scripts, functions, exec, User defined function, Executing files, video tutorial,  Scilab."
4931,1104.0,find the location of min element value and minvalue in the generated result,please tell me how to find out the minimum value of the element in the matrix and the location of that value in the matrix,"if you want to calculate minimum value of mat a and its index then use,[min_val,index]=min(a)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4932,1104.0,find the location of min element value and minvalue in the generated result,please tell me how to find out the minimum value of the element in the matrix and the location of that value in the matrix,"to find the minimum element in a matrix a, type y = min(a)to find the indices of y, type [i1, i2] = find(a ==y)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4933,1104.0,find the location of min element value and minvalue in the generated result,please tell me how to find out the minimum value of the element in the matrix and the location of that value in the matrix,"[m,n]=min(p)  //for minimum value ",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4934,1132.0,matrix operation,if size of the matrix is not known how to display second column of the matrix   ,"for a matrix a, to display the second row, type a(2,:)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4935,1132.0,matrix operation,if size of the matrix is not known how to display second column of the matrix   ,"-->a = [2 2; 9 8] a  =     2.    2.      9.    8.   -->a(:,2) ans  =     2.      8.  ",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4936,1132.0,matrix operation,if size of the matrix is not known how to display second column of the matrix   ,"a=[1 2 3;2 3 4;2 3 4];a(:,2) ans  =   2.   3.   3.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4937,1163.0,exercise 2,"a*c-c*a      !--error 9 inconsistent subtraction.i am getting the error like this, please guide",you are supposed to get that error. this exercise is meant to motivate understanding of inconsistent matrix multiplication.,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4938,1174.0,random number generation,how to generate a matrix containing random integer numbers?,"to generate a m by n matrix of randoms, type rand(m,n)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4939,1174.0,random number generation,how to generate a matrix containing random integer numbers?,"grand(2, 2, ""uin"", 3, 9) where the first 2,2 represents the size of the matrix.and the last two numbers represent are the range of the random integers",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4940,1174.0,random number generation,how to generate a matrix containing random integer numbers?,thanks,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4941,1175.0,how to print first and third row of a matrix,how to print first and third row of a matrix (from matrix e),"type disp(e(1,:))          disp(e(3,:))",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4942,1175.0,how to print first and third row of a matrix,how to print first and third row of a matrix (from matrix e),"a([1 3],:) to display 1 and 3 rows",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4943,1180.0,matrix operations,"multiply 1st and 2nd row with scalars, 3\r\nand 4 respectively, and determine the determinant of the resultant matrix.how to solve this","for a matrix a, type the following:a(1,:) = a(1,:)*3;a(2,:) = a(2,:)*4;det(a)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4944,1180.0,matrix operations,"multiply 1st and 2nd row with scalars, 3\r\nand 4 respectively, and determine the determinant of the resultant matrix.how to solve this","first of all, define matrix a of all the values equal to 1 using ones command.then type, a(1,:)=3 and a(2,:)=4 to get the desired matrix and find out it's determinant.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4945,1181.0,matrix error,how to multiply row 1 and 2 with scalar 3.,"a=[1,2,3;4,5,6]b=3*a",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4946,1181.0,matrix error,how to multiply row 1 and 2 with scalar 3.,"for a matrix a:a(1:2, :) = a(1:2,:)*3;",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4947,1182.0,query,"help me in solving this question:multiply 1st and 2nd row with scalars, 3and 4 respectively, and determine the determinant of the resultant matrix.","first of all, define matrix a of all the values equal to 1 using ones command.then type, a(1,:)=3 and a(2,:)=4 to get the desired matrix and find out it's determinant.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4948,1183.0,query,help me in solving this question:try solving the above system using the backslash method.,your question is unclear.,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4949,1183.0,query,help me in solving this question:try solving the above system using the backslash method.,"a=[1,2,3;4,5,6]a(1,:)=a(1,:)*3a(2,:)=a(2,:)*2a =3. 6. 9.8. 10. 12.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4950,1184.0,matrix operations,use a suitable sequence of row operations on a to bring a to upper triangular form.1 ,use the function triu,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4951,1184.0,matrix operations,use a suitable sequence of row operations on a to bring a to upper triangular form.1 ,d=[1 2 3; 4 5 6;1 3 6] d  =     1.    2.    3.      4.    5.    6.      1.    3.    6.   -->triu(d)        !--error 4 undefined variable: triu,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4953,1184.0,matrix operations,use a suitable sequence of row operations on a to bring a to upper triangular form.1 ,problem not solved by function,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4954,1184.0,matrix operations,use a suitable sequence of row operations on a to bring a to upper triangular form.1 ,use triu not triu.,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4955,1191.0,command for interchanging rows or column,"if i need to interchange second row to third row, wen i tried it is done afteroverwiting. is there any command available in scilab to interchange rows or columns. if so please answer and explain.",try using transpose.,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4956,1191.0,command for interchanging rows or column,"if i need to interchange second row to third row, wen i tried it is done afteroverwiting. is there any command available in scilab to interchange rows or columns. if so please answer and explain.","for interchanging row 1 and 3,a([1 3],:)=a([3 1],:)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4957,1198.0,signal value,"in command cos(%pi/2) the answer is 6.123d-17my question is why in answer ""d"" is appear or what is the value of d",6.123d-17 should be interpreted as 6.123*10^-17,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4958,1198.0,signal value,"in command cos(%pi/2) the answer is 6.123d-17my question is why in answer ""d"" is appear or what is the value of d","in scilab, ""d"" interprets as ""10"". 6.123d-17 is equal to 6.123*10^-17. it also written as 6.123e-17. they both are equal.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4959,1206.0,exponential question,%e^(%pi*%i)+1 in this exercise my answer is not coming 0 it is 1.225d-16i,nan,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4960,1206.0,exponential question,%e^(%pi*%i)+1 in this exercise my answer is not coming 0 it is 1.225d-16i,"1.225d-16i is of a magnitude 10^-16 which is very, very close to zero",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4961,1207.0,random permutation of the integers,is there any command in scilab for getting random permutations of the integers 1:n as in matlab?if not how can i get the same using existing commands?,you may refer the following document regarding your query:https://help.scilab.org/docs/6.0.2/en_us/perms.html,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4962,1209.0,matrix,help chdir is not opening in my pc,first open the help browser then search for chdir.,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4963,1210.0,how to interchange any two rows in matrices???,"if i have to apply just row operations, i need the operation for interchanging any two rows for my convenience.","for interchanging row 1 and 3,a([1 3],:)=a([3 1],:)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4964,1210.0,how to interchange any two rows in matrices???,"if i have to apply just row operations, i need the operation for interchanging any two rows for my convenience.","a=[2 3 54;3 6 7;12 3 45];a([2 3],:)=a([3 2],:)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4965,1213.0,matrix extract value,"if a =[1 2 3; 4 5 6] and i want to extract column 1, 3 and row 1,2how to extract?","to extract column 1 and 3 type, a(:,[1 3])and to extract row 1 and 2type, a([1 2],:)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4966,1213.0,matrix extract value,"if a =[1 2 3; 4 5 6] and i want to extract column 1, 3 and row 1,2how to extract?","b= [a(1:2, 1) a(1:2, 3)]",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4967,1213.0,matrix extract value,"if a =[1 2 3; 4 5 6] and i want to extract column 1, 3 and row 1,2how to extract?"," a =[1 2 3; 4 5 6] a(:,[1 3]) 1.   3.   4.   6.a([1 2],:)   1.   2.   3.   4.   5.   6.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4968,1222.0,matrix operation,how to interchange 3 rows in matrix operation,please elaborate on your question. ,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4969,1224.0,interchange of row,how we can interchange the row?,"to change rows 1 and 2, type the following:a(1:2, :) = [a(2,:) ; a(1,:)]",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4970,1224.0,interchange of row,how we can interchange the row?,"a=[2 3 54;3 6 7;12 3 45];a([2 3],:)=a([3 2],:)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4971,1225.0,interchange of three rows in matrices???,how to interchange three rows in matrices???,"for 3*3 matrix a, type the following to get the 3rd row 1st, the 1st row second, and the 2nd row 3rda(1:3, :) = [a(3,:); a(1,:); a(2,:)]",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4972,1225.0,interchange of three rows in matrices???,how to interchange three rows in matrices???,,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4973,1225.0,interchange of three rows in matrices???,how to interchange three rows in matrices???,"to change rows 1 and 2, type the following:a(1:2, :) = [a(2,:) ; a(1,:)]follow the same steps given above for interchanging three rows.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4974,1232.0,matrix operation,how to calculate determinent and eigenvalue of matrix?,"please refer tutorial ""matrix operation"". everything is explained in detail.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4975,1241.0,eigen vector,by which command we will find the eigen vector of a matrix,"to get eigen values and eigen vector of c then type,[a,b]=spec(c)a will give eigen vectors b will give eigen values.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4976,1254.0,solution of equation,"rspected sir/mamin this video you explained how to solve 3 pair of equation, is there any command ti find number of possible solution for that set of equation?","for 3x3 matrix, you will have only 3 solutions as per mathematics",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4977,1259.0,interchanging of rows,how we can interchange the row?,"for interchanging row 1 and 3,a([1 3],:)=a([3 1],:)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4978,1259.0,interchanging of rows,how we can interchange the row?,"to change rows 1 and 2, type the following:a(1:2, :) = [a(2,:) ; a(1,:)]",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4979,1261.0,eigen vectors,how we can use scilab to find the eigen vectors of a square matrix? ,"to get eigen values and eigen vector of c then type,[a,b]=spec(c)a will give eigen vectors b will give eigen values.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4980,1270.0,elastcol,what is elastcol?,it is just a variable name like variable 'x' and 'y',Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4981,1270.0,elastcol,what is elastcol?,"ok ,thank you sir/mam",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4982,1281.0,col interchange,how to interchange the columns in 3x3 matirx?,look for answer how to interchange rows.,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4983,1281.0,col interchange,how to interchange the columns in 3x3 matirx?,"for interchanging row 1 and 3,a([1 3],:)=a([3 1],:)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4984,1281.0,col interchange,how to interchange the columns in 3x3 matirx?,"for interchanging column 1 and 3a(:,[1 3])=a(:,[3 1])",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4985,1285.0,multiplication of matrix,i could not understand the multiplication of different order mtrix,please read about matrix multiplications as this forum is only for scilab. ,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4986,1285.0,multiplication of matrix,i could not understand the multiplication of different order mtrix,please go through tutorials carefully.,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4987,1291.0,scilab,"sir, scilab is good but why will students be interested in learning and using scilab at school level as neither school nor cbse will provide it to students during exams?","scilab is a numerical computational tool. learning scilab will definitely help students from 9th std to 10th std to enhance their skills and improve knowledge. they can explore scilab further, for plotting 2d graphs, matrix, vector calculations etc for better understanding.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4988,1291.0,scilab,"sir, scilab is good but why will students be interested in learning and using scilab at school level as neither school nor cbse will provide it to students during exams?","here's a list of some of the topics for which scilab can be used :1) to solve addition, subtraction, multiplication, division2) to solve polynomials, finding their roots 3) integration, derivative 4) exponential function, square roots function 5) to see the plot of a system 6) operations on matrices 7) operations on vectors 8) find gcd and lcm 9) mean, variance, standard deviation and may more such topics",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4989,2135.0,augmented matrix,"dear sir,how to add a new column to an existing matrix","if you want to add the column ""b"" to the right side of the matrix ""e"" and call the augmented matrix as f, give the following command:f = [e b]you have to make sure that the number of rows is the same for both e and b in the above.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4990,2487.0,determinant of matrix containing unknown entries,can we find determinant of a matrix having all entries unknown?,"not possible in scilab.  you need a symbolic computation package like sage.  unfortunately, we don't have any spoken tutorial on sage.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4991,2487.0,determinant of matrix containing unknown entries,can we find determinant of a matrix having all entries unknown?,ok sir thank you so much,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4992,2500.0,problem in solving assignment,a*c-c*a        !--error 9 inconsistent subtraction.  showing inconsistent subtraction errori tried puuting brackets then also same error pl explain,"this means that the dimension of a*c is different from that of c*a.one way to check this is to calculatea*cfirst and then calculatec*acalculate each of them separately, then you can check the dimensions.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4993,2734.0,how to write matrix in upper triangular form,how to write matrix in upper triangular form,"to write upper triangular matrix form of the given matrix, use command 'triu'",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4994,2794.0,matrix,while typing 1/2 shows as 0.5 not 1upon 2,"scilab represents the answer in decimal format only.but you can still have a look at the following options:1. you can use 'rat' function. for e.g.,assume, n- numerator, d- denominator[n,d]=rat(1.5/10) n  =    3. d  =    20.or2. you can use 'rlist' function, this represents the given input values in fraction format:rlist(3.5,10) ans  =     3.5     ---     10   ",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4995,2880.0,intechanging two rows in a matrix,how to interchange 2 rows in a matrix?,"for interchanging row 1 and 3,a([1 3],:)=a([3 1],:)",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4996,2897.0,how to back to scilab comments ?,dear sirwhile entering a 2x2 matrix i forgot to close the  square bracket.then i use the enter key.now i am unable to do the remaining properly.how to revert to initial command line?,use 'ctrl+x' to go back.,Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4997,2929.0,matrices,how to write matrix,"suppose you want to define 3*3 matrix a then type,a=[1 2 3; 4 5 6; 7 8 9]ora=[1, 2, 3; 4, 5, 6; 7, 8, 9]use space/comma to write a number in same row and use semicolon(;) to go to next row.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4998,3268.0,the output on my interface with additional +0.i,"after i run spec(a) command, i see the additional '+0.i' part in the answer. i am using scilab 6.1.0 on ubuntu.","scilab 6.1.0 adds an imaginary component to the real value. even after adding this component answer remains the same, so it can be ignored.",Scilab,Matrix-Operations,"Accessing the element of Matrix, determinant, inverse and eigevalue , special matrices, video tutorial,  Scilab."
4999,1105.0,non linear optimization,"i am not able to find out the video on the optimization of the nonlinear function. sir, please upload a video on convex optimization. also if possible provide the book companion of s bloyd on convex optimization.","there is no video specifically on the optimization of nonlinear functions. we encourage the scilab community to provide tbcs for various books. if you would want one on convex optimization by boyd, we would be glad for your contribution. ",Scilab,Optimization-Using-Karmarkar-Function,
5000,1220.0,optimization using karmarkar function,what is scilab  function karmarkar?,it solves a linear optimization problem.,Scilab,Optimization-Using-Karmarkar-Function,
5001,1226.0,optimization using karmarkar function,what are decision variables?,decision variables are the variables that are being optimized.,Scilab,Optimization-Using-Karmarkar-Function,
5002,3445.0,any other linear optimization except karmarkar,can we do linear optimization only through karmarlar method or we have some other linear optimization code as well?and how to do optimization on non-linear equations,please see fossee optimization toolbox to solve linear and non-linear optimization in scilab here: https://scilab.in/fossee-scilab-toolbox/optimization-toolbox,Scilab,Optimization-Using-Karmarkar-Function,
5003,1106.0,integration in scilab,"-->deff('[y]=f(x)','\xfd=1/(2*x+1)')\xfd=1/(2*x+1) !--error 2 invalid factor.at line       2 of function f called by :  deff('[y]=f(x)','\xfd=1/(2*x+1)')unable to create function with deff (showing error)","type,deff('[y]=f(x)','y=1/(2*x+1)')hope this solves your problem, if not then please follow the steps as shown in video.",Scilab,Integration,"Integration algorithms, To divide integral into equal intervals, Calulating the composite value of the integral, video tutorial. "
5004,1190.0,integration,we are using scilab version 5.5.2 in windows 7 how we can get text editor for solving the assignment in integration tutorial,"launch scinotes.which is below the file menu, from the scilab console gui",Scilab,Integration,"Integration algorithms, To divide integral into equal intervals, Calulating the composite value of the integral, video tutorial. "
5005,1190.0,integration,we are using scilab version 5.5.2 in windows 7 how we can get text editor for solving the assignment in integration tutorial,type editor in command window and enter ,Scilab,Integration,"Integration algorithms, To divide integral into equal intervals, Calulating the composite value of the integral, video tutorial. "
5006,1201.0,integration,we are using scilab version 5.5.2 in windows 7 how we can get text editor for solving the assignment in integration tutorial,type editor in the console.,Scilab,Integration,"Integration algorithms, To divide integral into equal intervals, Calulating the composite value of the integral, video tutorial. "
5007,1263.0,numerical integration,how we will find the numerical integration using weddles rule for n=6 and n=12is there any special command or method is there in scilab,please go through thr tutorial here https://spoken-tutorial.org/watch/scilab/integration/english/,Scilab,Integration,"Integration algorithms, To divide integral into equal intervals, Calulating the composite value of the integral, video tutorial. "
5008,1263.0,numerical integration,how we will find the numerical integration using weddles rule for n=6 and n=12is there any special command or method is there in scilab,"you can define your own function to develop a weddle's approximation, but scilab doesn't have that particular numerical integration method pre-defined.",Scilab,Integration,"Integration algorithms, To divide integral into equal intervals, Calulating the composite value of the integral, video tutorial. "
5009,1263.0,numerical integration,how we will find the numerical integration using weddles rule for n=6 and n=12is there any special command or method is there in scilab,go through the help browser ,Scilab,Integration,"Integration algorithms, To divide integral into equal intervals, Calulating the composite value of the integral, video tutorial. "
5010,2467.0,limits,can we solve problems on limits?,"scilab is suitable for numerical calculations, not necessarily good for symbolic computations, which is perhaps what you have in mind.  for symbolic computations, a useful software is sage.  unfortunately, we have not done work on this software.",Scilab,Integration,"Integration algorithms, To divide integral into equal intervals, Calulating the composite value of the integral, video tutorial. "
5011,2798.0,integration in scilab,"deff('[y]=f(x)','y=1/(2*x+1)')  trap_composite (f,0,1,10)at line     2 of function f              at line     4 of function trap_composite ( c:\users\lenovo\appdata\local\temp\rar$dia8792.4780\trap_composite.sci line 8 )inconsistent row/column dimensions. .unable to get the answer",is this your entire code?,Scilab,Integration,"Integration algorithms, To divide integral into equal intervals, Calulating the composite value of the integral, video tutorial. "
5012,3429.0,equation/code/solve,"when we solve equation , the code on the editor we have to  paste on console window or directly write the output deff () function in the console window to get output .","you can write the deff() function in the console directly. please note the ""integration"" tutorial has to be practised on scilab 5.5.2.",Scilab,Integration,"Integration algorithms, To divide integral into equal intervals, Calulating the composite value of the integral, video tutorial. "
5013,1108.0,syntax for declaration vector,"hello,   in the example that you give us in arrays in openmodelica the tutorial, you wrote the syntax for vector declarations is<type>[ vector_size]  variable_name; but in the example, you start by writing the variable name and the vector size afterso, is it necessary to respect the order of the syntax for vector declaration or not?thank you to explain to me in detail because i am a beginner in opeenmodelica,  thank you in advance for your answer  ","declaration of array in both the form is correct. for example,real a[2] or real[2] aboth are valid declaration.",OpenModelica,Arrays-in-Modelica,"openmodelica, modelica, vector declaration, vector assignment, array declaration, array indexing, for loop, while loop, video tutorial"
5014,1109.0,plot a graphs in modelica,"hello,i want to plot three graphs in one like in the paper that i attached the link below ( exactly in figure 6)thank you in advance for your answer https://modelica.org/events/modelica2019/proceedings/html/papers/modelica2019paper1b1.pdf","drawing multiple plots in one is simply possible by clicking on the variables that are to be plotted from the variables browser in the plotting perspective. each variable has\r\na checkbox, checking it will plot the variable.depending on the type of plot you want you have to go for plotting either in plot window or parametric plot window. under plot window, the variables are plotted over the simulation time whereas in parametric plot window, the variables are plotted between variables x and y, with y as a function of x.",OpenModelica,Overview-of-OpenModelica,"OpenModelica, video tutorial"
5015,2391.0,student register regarding.,"respected sir/madam,i am a student pursuing b tech 2nd year in mvgrce in andhrapradesh. i am very eager to learn openmodelica so i have registered in nptel-swayam. i am unable to register in your website due to my college is not listed in the colleges list.kindly solve my problem and help me to utilize this lockdown period in an effective manner.thanking you . ","i don't understand your question.  if you have difficulty in accessing openmodelica from the swayam page, you can do that from here: https://spoken-tutorial.org/tutorial-search/?search_foss=openmodelica&search_language=english.  you don't need to register, login, etc., to access the videos.  please learn as much as possible from the spoken tutorial web page.",OpenModelica,Overview-of-OpenModelica,"OpenModelica, video tutorial"
