,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword
5393,3008.0,regarding to read img from home directory,"sir,  when i run command g = plt.imread('squares.png') i get error that no such file or directorywhile i already downloaded it in home directory",please find where your squares.png file is located and add the full path of the file in the imread argument ,Python-3.4.3,Image-manipulation-using-Arrays,"python, ipython, image manipulation, imread, imshow, shape, video tutorial"
5394,3033.0,regarding image manipulation,"what is the meaning of the value 2 or 4 in the below functions:-plt.imshow(img[::2,::2])plt.imshow(img[::4,::4])","2 or 4 denotes the 'step' value, those are the number of steps you will skip when traversing the row or the column of the numpy array/matrix",Python-3.4.3,Image-manipulation-using-Arrays,"python, ipython, image manipulation, imread, imshow, shape, video tutorial"
5395,1447.0,errorbar not working,errorbar command shows delta_l is not defined. how to solve this?,"you have not created any variable called delte_lplease carefully check the variable names that you have used earlier. in case there is no variable declared, please declare a variable called delta_l and add values to that variable",Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5396,1452.0,python3.4.3,i tried plotting data but it is showing me the error,please specify the command that you used and please also paste the complete error traceback here so that we can try to help you understand what is going on.,Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5397,1454.0,python3.4.3,error bar is not working,please elaborate on the issue you are facing.,Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5398,1463.0,error bar function,error bar not working,please elaborate,Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5399,1476.0,what is the significance of this:        fmt = 'bo'',"hello sir,                 during the plot of data with errorbar, what is the significance of this:        fmt = 'bo''.thanks and regards,shyamal",fmt for formating color style bo blue circle,Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5400,2146.0,errorbar,i'm not able to understand the use of error bar. can you please elaborate?,"error barsmatplotlib line plots and bar charts can include error bars. error bars are useful to problem solvers because error bars show the confidence or precision in a set of measurements or calculated values. bar charts without error bars give the illusion that a measured or calculated value is known to high precision or high confidence.a basic errorbar can be created with a single matplotlib function call:%matplotlib inlineimport matplotlib.pyplot as pltplt.style.use('seaborn-whitegrid')import numpy as npx = np.linspace(0, 10, 50)dy = 0.8y = np.sin(x) + dy * np.random.randn(50)plt.errorbar(x, y, yerr=dy, fmt='.k');",Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5401,2171.0,errorbar shwoing syntax error,"clf()plot(l,tsquare,'o')delta_l=[0.08,0.09,0.07,0.05,0.06,0.00,0.06,0.06,0.01]delta_t=[0.04,0.08,0.03,0.05,0.03,0.03,0.04,0.07,0.08]in [24]: errorbar=(l,tsquare,xerr=delta_l,yerr=delta_t,fmt='bo')  file ""<ipython-input-24-673d8e5edfaf>"", line 1    errorbar=(l,tsquare,xerr=delta_l,yerr=delta_t,fmt='bo')                            ^syntaxerror: invalid syntax","you have typed the wrong command. the command is errorbar(l,tsquare,xerr=delta_l,yerr=delta_t,fmt='bo')",Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5402,2381.0,about errorbar,i am not able to understand the use of errorbar. can you please more on errorbar? ,"you can revisit and revise the tutorial, in order to understand the syntax better you can also refer to the matplotlib examples here; https://matplotlib.org/1.2.1/examples/pylab_examples/errorbar_demo.htmlin case you can let us know what specifically you did not understand, we can surely help you out",Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5403,2433.0,about errorbar,what is errorbar? why to use fmt & its value as 'bo',fmt means plot format stringbomeans blue circle markerthanks.,Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5404,2434.0,about exercise2,solved exercise 2 of above section. but am i correct.don't know.please view the required plot,i won't be able to judge your solution unless you post it here.thanks.,Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5405,2517.0,plotting data in 3 dimensions,can we plot the data in 3 dimensionally?or we plot only along x and y axis?,"yes, matplotlib (and other plotting packages too) allow you to plot 3d plots, please refer to this link for documentation and source codes to help https://matplotlib.org/mpl_toolkits/mplot3d/tutorial.html",Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5406,2539.0,plotting data,unable to create delta_l & delta_t in windows...how to proceed for the same....showing error delta_t not defined,"insufficient information, please post your code so that i can understand what is the issue.",Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5407,2961.0,plotting sinx,"assign x to t, then perform given operation",please provide your query in full detail. examples or video timestamps or screenshots will be helpful for us to understand the query better,Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5408,2978.0,what is the function of fmt in plotting the error ',"hello sir,                 during the plot of data with errorbar, what is the significance of this:        fmt = 'bo''.thanks and regards,swati-mishra","format specifies the display pattern for the data points of the graph, 'bo' means the data points will be circles filled in blue colorfmt = the format for the data points / data lines.see here for different possible values of fmt:https://matplotlib.org/api/_as_gen/matplotlib.pyplot.plot.html#matplotlib.pyplot.plot",Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5409,3145.0,plotting data,i tired to plot data but it show error,please add the error here so that we can help you by understanding what is going wrong,Python-3.4.3,Plotting-Data,"python, ipython, plot function, title, errorbar function, video tutorial"
5422,2007.0,error no such file or directory,hello!! i am using windows 10 with ipython 3.6.8 and i am facing a problem in which the command prompt is saying '[errno 2] no such file or directory: pedulum.txt '. even though i have downloaded and extracted it in the same folder as the python folder . i have even checked the path again and again and even uninstalled and re-installed python but it returns with the same error as before. can you please help me to solve this problem because it is causing a delay in my learning. thank you!!!,the name of the file is pendulum.txtand not pedulum.txt,Python-3.4.3,Getting-started-with-files,"Python, Opening and closing file, Read the contents of file, Appends the lines of a file, video tutorial."
5434,1486.0,clarity of zeros method,"sir/madam,what is exactly the use of zero method? it let us create arrays only with zero elements? where we use such arrays?",if you want to initialize an array with all the elements as zeroes you use zero method. ,Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial."
5438,1488.0,use of dtype?,"sir/madam,i am not clear with the explanation given in video about dtype? is it come only in output just as a message or can do we also use in any input commands also?",dtype is nothing but datatype like int and float. you can pass it as parameter in most functions.,Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial."
5446,1492.0,today workshop-installtion numpy,"dear sir/madam,such like of numpy library, how many library should we use for general programming?",dear sir/mamit depends on your type of work you want to complete. if you describe your work then we can suggest few names that might be helpful.there are lots of libraries in python and many more will come in near future.,Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial."
5450,1498.0,importingnumpy as np,regrding the arrays... while importing the numpy as np command did not execute. what could be the possible reasons for the same ?,it is possible that numpy is not installed in the system or unavailable in the python path,Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial."
5454,2306.0,doubt on the syntax of zeros method,"mam why do we have to use 2 brackets in the zeros method for giving only 1 set of values to it? i have tried it with one braces(opening and closing) then it is giving error. my os used : windows 10 ==>typeerror                                 traceback (most recent call last)<ipython-input-3-4b18b0e09899> in <module>----> 1 b=np.zeros(2,2)typeerror: data type not understood","np.zeros accepts the shape of the array i.e. the number of rows and columns of the array as an argument. so it should be either a tuple or an integer value.for example:executing np.zeros((2, 3)) gives array([[0., 0., 0.],       [0., 0., 0.]])which is a 2x3 array.executing np.zeros(2) givesarray([0., 0.])which is a 1x2 array.",Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial."
5458,2306.0,doubt on the syntax of zeros method,"mam why do we have to use 2 brackets in the zeros method for giving only 1 set of values to it? i have tried it with one braces(opening and closing) then it is giving error. my os used : windows 10 ==>typeerror                                 traceback (most recent call last)<ipython-input-3-4b18b0e09899> in <module>----> 1 b=np.zeros(2,2)typeerror: data type not understood","a tuple is one of the data structures in python. the tuples are sequences, just like lists or arrays. you will learn more about tuple in the sequence datatypes tutorial.",Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial."
5462,2535.0,doubt in shape function,--------------------------------------------------------in [68]: print(ar)[1 2 3 4 5 6 7 8]in [69]: ar.shape()---------------------------------------------------------------------------typeerror                                 traceback (most recent call last)<ipython-input-69-895c9f3eff17> in <module>----> 1 ar.shape()typeerror: 'tuple' object is not callable,"your variable ar is a list and not an array. shape function is callable with array only.also you have typed the wrong syntax. type ar= array([1,2,3,4,5,6,7,8]) and then type ar.shape. you will get the shape of the array.",Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial."
5470,2920.0,shape is not a method,"it is said that shape is a method.but as far as my knowledge goes, it is an attribute of ndarray.plz look into it.",thank you for the suggestions,Python-3.4.3,Getting-started-with-arrays,"Python, Creating arrays, Array operations, Identity matrix, zeros(), zeros_like(), ones(), ones_like()  functions, video tutorial."
5474,1468.0,subplots,in exercise 1 why 2.0/v volume has taken in the graph,"here formula is used pv = nrt,r =0.01t = 200kv = 21cc to 100ccp = (r*t)/v = (0.01*200) / v = 2.0 / v",Python-3.4.3,Subplots,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial"
5475,1503.0,subplots,can we add more than 2 subplots.,yes,Python-3.4.3,Subplots,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial"
5476,2038.0,subplots,"sir i have two questions in this section,i. v=linspace (21,100,500) , here from where do we get 500ii. plot(v,2.0/v) , here from where do we get 2.0and what does 2.0/v implieskindly help me in this regard.","hello,answer (i) the 3rd parameter (500) denotes the number of samples or the number of values in the arrayanswer (ii) the question is asking the user to plot the volume vs pressure plot, as you may have already seen in the video the formulaic relation between pressure, volume and temp is pv = nrt (nr is a constant), from this you can derive the values of pressure to be p = (nrt) / v , substituting the values of nr and t, we get the resulting formula as 2.0 / v",Python-3.4.3,Subplots,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial"
5477,2108.0,legends for subplots..,can we use legend command for subplots? how?,"yes it is possible to use the legend in subplots. rever the example given belowax1.plot(xtr, color='r', label='hhz 1')ax1.legend(loc=""upper right"")ax2.plot(xtr, color='r', label='hhn')ax2.legend(loc=""upper right"")ax3.plot(xtr, color='r', label='hhe')ax3.legend(loc=""upper right"")",Python-3.4.3,Subplots,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial"
5478,2971.0,plot,"sir/madam, what are the applications of plot and subplot in python",plot is used to render the first plot in a window or to plot single plots in independent windows. subplot is used to add more plots to the same window.,Python-3.4.3,Subplots,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial"
5479,3021.0,subplots,how many subplots can we create at a time?,you can create as many sub plots as can fit comfortably in a single plot interface screen,Python-3.4.3,Subplots,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial"
5480,3083.0,linspace argument,how to choose for the value to be entered in the linspace argument?for example- here it is chosen to be 500.,"you are free to choose the arguments based on your requirements, according to syntax the linspace argument takes (start, end, number-of-points) as arguments.",Python-3.4.3,Subplots,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial"
5481,3084.0,plot command,the argument in the plot command is not clear. how is it derived for creating different plots?,"the plot aims to show the relationship between v, volume, on x axis,  and the formula nrt/v on y axis , since nrt is a constant equal to 2 hence the formula is simplified to 2/vhope this answers your query, in case it doesn't please point to the exact point/timestamp in the video. to let us help you better.",Python-3.4.3,Subplots,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial"
5482,3257.0,subplots,"sir i have two questions in this section,i. v=linspace (21,100,500) , here from where do we get 500ii. plot(v,2.0/v) , here from where do we get 2.0and what does 2.0/v implieskindly help me in this regard.",please avoid duplicate questions,Python-3.4.3,Subplots,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial"
5483,3259.0,subplots,"sir i have two questions in this section,i. v=linspace (21,100,500) , here from where do we get 500ii. plot(v,2.0/v) , here from where do we get 2.0and what does 2.0/v implieskindly help me in this regard.","please avoid copy pasting questions from other available question in the forum.the question you have copy pasted from is already been answered here - https://forums.spoken-tutorial.org/question/2038/subplots/here is the answer for your reference:answer (i) the 3rd parameter (500) denotes the number of samples or the number of values in the arrayanswer (ii) the question is asking the user to plot the volume vs pressure plot, as you may have already seen in the video the formulaic relation between pressure, volume and temp is pv = nrt (nr is a constant), from this you can derive the values of pressure to be p = (nrt) / v , substituting the values of nr and t, we get the resulting formula as 2.0 / v",Python-3.4.3,Subplots,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial"
5484,1512.0,why an error occur in the below program code,"a=10b=20print(id(a))def func(x,y):    y=a      a=2    print(y)    return x+yn1=int(input(""enter no""))n2=int(input(""enter""))print(func(n1,n2))",it seems that the function part is not indented properly.,Python-3.4.3,Getting-Started-with-Functions,"python, ipython, functions, docstrings, pass parameter, video tutorial"
5485,1512.0,why an error occur in the below program code,"a=10b=20print(id(a))def func(x,y):    y=a      a=2    print(y)    return x+yn1=int(input(""enter no""))n2=int(input(""enter""))print(func(n1,n2))","this is because you are using a global variable inside a function. you are using 'a' in func(x, y) but 'a' is global.to use a global variable inside a function add 'global a' inside a function.",Python-3.4.3,Getting-Started-with-Functions,"python, ipython, functions, docstrings, pass parameter, video tutorial"
5486,2281.0,getting started with symbolics,"dear alli am using jupyter notebook in python 3on typing var('x')h(x)=x^2g(x)=xf= piecewise([[(0,1),h(x)],[(1,2),g(x)]],x)i get following reply.--------------------------------------------------------------------------nameerror                                 traceback (most recent call last)<ipython-input-46-77057750395d> in <module>()      2 __tmp__=var(""x""); h = symbolic_expression(x**integer(2)).function(x)      3 __tmp__=var(""x""); g = symbolic_expression(x).function(x)----> 4 f= piecewise([[(integer(0),integer(1)),h(x)],[(integer(1),integer(2)),g(x)]],x)nameerror: name 'piecewise' is not definedkindly help","try thisf = piecewise([[(0,1),h(x)],[(1,2),g(x)]],x)",Python-3.4.3,Getting-Started-with-Functions,"python, ipython, functions, docstrings, pass parameter, video tutorial"
5487,3019.0,make a function to calculate sum of matrix,how can we create function to calculate sum of matrix. ,"you can iterate over the matrix elements and add them together and print the value. we may be able to help you better if you can add the code here, to help us understand what you have tried and then we can guide you and fix your code.",Python-3.4.3,Getting-Started-with-Functions,"python, ipython, functions, docstrings, pass parameter, video tutorial"
5488,1517.0,int data type,"in languages like c, integers are explained in terms of the amount of memory allotted. we can say that int can store 2 raised to 16 values using 2 bytes. in the spoken tutorial, i noticed that an integer variable can hold even greater values like 99999999. how can this be explained in terms of physical storage used?","in c language size of int is 2 bytes, in java is 4 bytes. there we can explain what is the maximum value stored in a variable type of int or long(both signed or unsigned). but in python 3.x we can store unlimited numbers.in integers .python is dynamically typed, which means that you don't have to declare what type each variable is. in python, variables are a storage placeholder for texts and numbers. it must have a name so that you are able to find it again.",Python-3.4.3,Basic-datatypes-and-operators,"Python, Datatypes, Operators, Sequence Datatypes, video tutorial."
5935,1852.0,solution 2 at 6:06,i think it is more appropriate to write solution 2 as:print(n) if n % 10 == 0 else print(10*n)instead of:print(n) if n % 10 == 0 else 10*n,thank you for pointing out the code.,Python-3.4.3,Conditional-Statements,"python, ipython, video tutorial, conditional statements, if, if-else, elif, ternary, pass"
5943,2284.0,if else statement invalid syntax,"if num%2 == 0:   ...:     print('even')   ...:     else:   ...:         print('odd')  file ""<ipython-input-2-1f320c4e94c2>"", line 3    else:       ^syntaxerror: invalid syntax",it looks like an indentation error. make sure that if and else are indented properly before executing the code.example:if num % 2 == 0:    print('event')else:    print('odd'),Python-3.4.3,Conditional-Statements,"python, ipython, video tutorial, conditional statements, if, if-else, elif, ternary, pass"
6231,2100.0,python 3.4.3,is it mandetary to use ubuntu o.s for python spoking tutorial practice,"no it is not mandatory, but it is advised you use ubuntu, since the instructions and the steps will be specific to the applications available on ubuntu os",Python-3.4.3,Plotting-Charts,"python, ipython, pylab, scatter plot, charts, matplotlib help"
6232,2159.0,labels in pie chart,"hello sir,   in pie chart labels are written as 2000.0 , 2003.0. how we can write it as only 2000, 2003?","adding labels to a chart can make the information presented in the chart ... depending on the type of chart you are creating, data labels can mean quite a bit. for instance, if you are formatting a pie chart, the data can be more difficult to ... this tip (2840) applies tomicrosoft excel 97, 2000, 2002, and 2003.",Python-3.4.3,Plotting-Charts,"python, ipython, pylab, scatter plot, charts, matplotlib help"
6233,2188.0,bar chart error,"command-- bar(year,profit,fill=false,hatch='/') gives error as""false is not defined"". please reply","the command is not typed properly. the command is bar(year,profit,fill=false,hatch='/').in python boolean values are defined as true or false. the first letter is capital.",Python-3.4.3,Plotting-Charts,"python, ipython, pylab, scatter plot, charts, matplotlib help"
6234,2576.0,about clear command,clear command doesn't clear screen on windows,"to clear the screen on windows, use !cls",Python-3.4.3,Plotting-Charts,"python, ipython, pylab, scatter plot, charts, matplotlib help"
6235,2824.0,unable to load data from file,i am unable to use plotting charts from given txt file so please give me step by step procedure for applying this on windows 10,https://pythonprogramming.net/loading-file-data-matplotlib-tutorial/,Python-3.4.3,Plotting-Charts,"python, ipython, pylab, scatter plot, charts, matplotlib help"
6238,2110.0,difference between the commands,"i have confusion between %run file and %run -i file. in both the cases, i am getting the output but i want to know which one to be used in which instance. what does -i indicates in the later command.",%run is used to run the named file inside ipython as a program.the -i option will run the file in ipython's namespace instead of an empty one. this is useful if you are experimenting with code written in a text editor which depends on variables defined interactively.,Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial."
6242,2140.0,error %run,"running file marks.py gives error on line 'math_marks_mean=sum(math_mark)/len'--> 'float' object is not iterable.code written in marks.py file is==>math_marks_a=[]for line in open(""student_record.txt""):    fields = line.split("";"")    region_code=fields[0]    region_code_stripped=region_code.strip()    math_mark_str=fields[5]    math_mark=float(math_mark_str)    if region_code==""a"":        math_marks_a.append(math_mark)math_marks_mean=sum(math_mark)/len(math_marks_a)print(math_marks_mean)","the inbuilt sum() function is used to calculate the summation of all integer/float elements in an iterable (list, tuple, etc). you are trying to use the same function on the a single floating point number (math_mark) hence this error shows up.please fix your code and the %run command should work fine.also, try to avoid similar looking variable names as it is possible that you may be getting confused when using such variables leading to more bugs.",Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial."
6246,2153.0,self-assessment solution,"1. shouldn't the answer be line.split(';')?; instead of ,",yes. you are right. it should be line.split(';'),Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial."
6250,2543.0,%run error,"i am using windows 10,i place the command, %run desktop/marks.py got an error....in [31]: %run desktop/marks.py---------------------------------------------------------------------------typeerror                                 traceback (most recent call last)~\desktop\marks.py in <module>      8     if region_code==""a"":      9         math_marks_a.append(math_mark)---> 10 math_marks_mean = sum(math_marks_a)/len     11 (math_marks_a)     12 print (math_marks_mean)typeerror: unsupported operand type(s) for /: 'float' and 'builtin_function_or_method'the code as below:math_marks_a=[]for line in open(""desktop/student_record.txt""):    fields=line.split("";"")    region_code=fields[0]    region_code_stripped=region_code.strip()    math_mark_str=fields[5]    math_mark=float(math_mark_str)    if region_code==""a"":        math_marks_a.append(math_mark)math_marks_mean = sum(math_marks_a)/len(math_marks_a)print (math_marks_mean)",you have error in math_marks_mean = sum(math_marks_a)/len.it should be math_marks_mean = sum(math_marks_a)/len(math_marks_a),Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial."
6254,2548.0,not getting the final output,"after typing the code and using the run command, i am not able to get the mean value.",please post your code here so that i can assist you better. ,Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial."
6258,2792.0,error in run command,"am not getting the mean value as per video. its showing an error as %run -i ""c:\users\hp\desktop\marks.py""error:root:file `'c:\\users\\hp\\desktop\\marks.py'` not found.can you please help me...",looks like the location for the file marks.py is not right. please check it once and try again.,Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial."
6262,2867.0,split,can we merge/concatenate/combine two string?,"yes, you can use the + sign to merge / concatenate two strings",Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial."
6266,3126.0,%run marks.py,"i tried running the command after saving the marks.py in the working directory but it still shows%run mark.py  file ""c:\users\hp\mark.py"", line 2    for line in open(""student_record.txt"")                                          ^syntaxerror: invalid syntax",please use the : symbol after the for loop syntax line,Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial."
6270,3422.0,%run marks.py error,"%run marks.pyit shows that  math_marks_mean = sum(math_marks_a)/len(math_marks_a)then it shows that type error : unsupported operand type(s) for /: 'float' and 'builtin_function_or_method,",out of the divisor and the dividend in the division operation you are using a float value and a function object. both of those cannot be divided hence the errorplease check if you are missing any brackets/syntactical issues and try again. usually it is good to assign every value to a variable first and then use it in a math expression to avoid such errors and allow to debug easily.,Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial."
6287,2131.0,scatter and plot are not same?,"i used scatter and plot command as per the exercise given. i plotted them in subplot to have comparison for the given data x=linspace(1,20,100) and y=5x3. i  am getting exactly same plot. while in tutorial answer says 'no'. why this is so?","to combine multiple plots in one graph, use the “hold on” command, such as: plot(1:10) hold on  plot(11:20) hold off",Python-3.4.3,Other-Types-Of-Plots,"python, ipython, pylab, scatter plot, loglog plot, video tutorial"
6288,2131.0,scatter and plot are not same?,"i used scatter and plot command as per the exercise given. i plotted them in subplot to have comparison for the given data x=linspace(1,20,100) and y=5x3. i  am getting exactly same plot. while in tutorial answer says 'no'. why this is so?","snr=0:1:15;for ii=1:length(snr)    x=randint(1,100000); % generating bits    y=pskmod(x,2); % generating bpsk modulated data    ynoisy=awgn(y,snr(ii)); % adding awgn noise to data    z=pskdemod(ynoisy,2); % demodulating    error(ii)=length(find(x-z~=0));endsemilogy(snr,error)holdsnr=0:1:15;for ii=1:length(snr)    x=randint(1,100000); % generating bits    y=pskmod(x,4); % generating qpsk modulated data    ynoisy=awgn(y,snr(ii)); % adding awgn noise to data    z=pskdemod(ynoisy,4); % demodulating    error(ii)=length(find(x-z~=0));endsemilogy(snr,error)grid",Python-3.4.3,Other-Types-Of-Plots,"python, ipython, pylab, scatter plot, loglog plot, video tutorial"
6289,2131.0,scatter and plot are not same?,"i used scatter and plot command as per the exercise given. i plotted them in subplot to have comparison for the given data x=linspace(1,20,100) and y=5x3. i  am getting exactly same plot. while in tutorial answer says 'no'. why this is so?","no, plot and scatter do not give you the same output graphs even though in your example they may look like the same graph.in order to understand the difference, try reducing the number of point in x for example use x = linspace(1,20,5) and for the same value of y try plotting the two different graphs.scatter gives you points, plot gives you a line graph by default",Python-3.4.3,Other-Types-Of-Plots,"python, ipython, pylab, scatter plot, loglog plot, video tutorial"
6290,2152.0,error while loading file on prompt,"dear allwhile using following command i get error,kindly help,..moreover in python for beginners,video of loading data from files is missing..kindly share in [5]: cat /users/gagan/desktop/company-a-data.txt---------------------------------------------------------------------------nameerror                                 traceback (most recent call last)<ipython-input-5-6df361578c72> in <module>----> 1 cat /users/gagan/desktop/company-a-data.txtnameerror: name 'cat' is not defined",use !type <filename> instead of cat.,Python-3.4.3,Other-Types-Of-Plots,"python, ipython, pylab, scatter plot, loglog plot, video tutorial"
6291,2154.0,error while other types of plots,"dear alli am getting errorn[13]: bar(year,profit)out[13]: <barcontainer object of 11 artists>kindly help.thanks","this is not an error, the plot is not displayed actually. try using plt.show() . ",Python-3.4.3,Other-Types-Of-Plots,"python, ipython, pylab, scatter plot, loglog plot, video tutorial"
