id,tutorial_detail_id,slide,slide_user_id,slide_status,code,code_user_id,code_status,assignment,assignment_user_id,assignment_status,prerequisite_id,prerequisite_user_id,prerequisite_status,keyword,keyword_user_id,keyword_status,created,updated,additional_material,additional_material_status,additional_material_user_id
1371,1463,Breastfeeding-during-COVID-19-Slides.zip,1498132,4,"",1498132,6,"",1498132,6,,1498132,6,"breastfeeding during covid-19, breastmilk and coronavirus, expressed breastmilk for coronavirus infected babies, kangaroo mother care during covid-19, spoken tutorial, video tutorial.",1498132,4,2020-05-22 12:55:39,2020-05-27 15:19:40,,6,1498132
1372,1464,Developing-Scilab-Toolbox-for-calling-external-C-libraries-Slides.zip,2817,4,Developing-Scilab-Toolbox-for-calling-external-C-libraries-Codefiles.zip,2817,4,"",2817,6,,2817,6,"scilab, c, external libraries, shared libraries, linux, shell script, interfacing, scilab toolbox, scilab toolbox help, gateway functions, building scilab toolbox, loading scilab toolbox, thirdparty, video tutorial, spoken tutorial",7,4,2020-05-23 10:34:57,2020-05-25 13:43:49,,6,2817
1373,1412,"",1479,0,"",1479,0,Beamer-Themes-and-Animation-in-LaTeX-Assignment.txt,1479,2,1129,1479,2,"libreoffice, impress, spoken tutorial, video tutorial, alternative to microsoft powerpoint, free open source software, impress basic features, add content to slide in impress, add bullet points in impress, open an existing presentation in impress, save impress presentation as ms powerpoint, export in pdf format in impress",1479,2,2020-05-28 08:21:27,2020-07-20 06:34:47,,6,1479
1374,1466,Getting-ready-for-DSpace-Installation-Slides.zip,2214020,4,Getting-ready-for-DSpace-Installation-Codefiles.zip,2214020,4,"",2214020,6,23,2214020,4,"dspace installation, tomcat installation, postgresql installation, configure tomcat server, create dspace database, spoken tutorial, video tutorial",2214020,4,2020-05-28 10:52:25,2020-06-01 12:48:27,,6,2214020
1375,1467,DSpace-Installation-on-Ubuntu-Linux-OS-Slides.zip,2214020,4,DSpace-Installation-on-Ubuntu-Linux-OS-Codefiles.zip,2214020,4,"",2214020,6,1466,2214020,4,"dspace installation, dspace build, dspace deployment, dspace administrator account, local.cfg configuration, spoken tutorial, video tutorial",2214020,4,2020-05-29 06:05:52,2020-06-01 12:48:40,,6,2214020
1376,1468,Email-configuration-for-DSpace-Slides.zip,2214020,4,Email-configuration-for-DSpace-Codefiles.zip,2214020,4,"",2214020,6,1467,2214020,4,"dspace rebuild, gmail settings in dspace, dspace.cfg, spoken tutorial, video tutorial",2214020,4,2020-05-29 06:11:20,2020-06-01 12:48:50,,6,2214020
1377,1469,Customization-of-DSpace-Home-page-Slides.zip,2214020,4,Customization-of-DSpace-Home-page-Codefiles.zip,2214020,4,Customization-of-DSpace-Home-page-Assignment.txt,2214020,4,1467,2214020,4,"dspace customization, home page customization, dspace logo, dspace banner, dspace news, spoken tutorial, video tutorial",2214020,4,2020-05-29 06:21:49,2020-06-01 12:48:58,,6,2214020
1378,1470,User-Registration-in-DSpace-Slides.zip,2214020,4,"",2214020,6,User-Registration-in-DSpace-Assignment.txt,2214020,4,1468,2214020,4,"dspace users, eperson, dspace user registration, eperson profile, administrator, community administrator, collection administrator, submitter, reviewer, spoken tutorial, video tutorial",2214020,4,2020-05-29 06:39:20,2020-06-01 12:49:07,,6,2214020
1379,1471,Breastfeeding-during-COVID-19-Slides.zip,47177,4,"",47177,6,"",47177,6,,47177,6," breastfeeding during covid-19, breastmilk and coronavirus, expressed breastmilk for coronavirus infected babies, kangaroo mother care during covid-19, spoken tutorial, video tutorial.
",47177,4,2020-05-29 12:50:29,2020-05-29 15:46:34,,6,47177
1380,1472,Introduction-to-Blender-video-editor-Slides.zip,1964363,4,Introduction-to-Blender-video-editor-Codefiles.zip,1964363,4,Introduction-to-Blender-video-editor-Assignment.txt,1964363,4,,1964363,6,"blender, download and install, video editing interface, open video, file browser panel, sequencer panel, preview panel, blender project, save project, video tutorial.",1964363,4,2020-06-02 08:35:57,2020-06-19 06:18:17,,6,1964363
1381,1474,Creating-Dataset-Using-Google-Earth-Pro-Slides.zip,1890175,4,"",14794,6,Creating-Dataset-Using-Google-Earth-Pro-Assignment.txt,1890175,4,1058,14794,4,"
qgis, gis, google earth pro, add placemark, create point layer, create boundary layer,  add vector layer,  kml file format, kmz file format, video tutorial.",14794,4,2020-06-05 11:50:10,2020-06-15 10:53:39,Creating-Dataset-Using-Google-Earth-Pro-Additionalmaterial.pdf,4,14794
1382,1475,"",1982346,0,"",1982346,0,"",1982346,0,,1982346,0,"",1982346,0,2020-06-11 11:08:07,2020-06-11 11:08:07,,0,
1383,1240,Concept-Maps-in-Teaching-and-Learning-Slides.zip,1964363,4,Concept-Maps-in-Teaching-and-Learning-Codefiles.zip,1964363,4,Concept-Maps-in-Teaching-and-Learning-Assignment.txt,1964363,4,1239,1964363,4,"freeplane, concept map, add notes, merge, node, teaching, learning, import maps, import files, import directory structures, video tutorial.",1964363,4,2020-06-15 07:29:20,2020-06-29 10:13:19,,6,1964363
1384,1473,Additional-Features-of-Marble-Slides.zip,582954,4,Additional-Features-of-Marble-Codefiles.zip,582954,4,Additional-Features-of-Marble-Assignment.txt,582954,4,1415,582954,4,"	 	 	 	 
marble, view menu, infoboxes, onlineservices, flickr site, elevation profile, gpsinfo, sun control, subsolar point, satellite view, atmosphere, clouds, video tutorial.
",582954,4,2020-06-18 06:26:17,2020-07-07 09:19:46,,6,582954
1385,1476,Developing-Scilab-Toolbox-for-calling-Python-and-its-functions-Slides.zip,36848,4,Developing-Scilab-Toolbox-for-calling-Python-and-its-functions-Codefiles.zip,7,4,"",36848,6,,36848,6,"build a toolbox in scilab, load a toolbox in scilab, call python functions in scilab, python api for c/c++, gateway functions, video tutorials, spoken tutorial",36848,4,2020-06-22 09:31:24,2020-09-27 17:20:50,Developing-Scilab-Toolbox-for-calling-Python-and-its-functions-Additionalmaterial.pdf,4,36848
1386,1477,Interference-and-Diffraction-Slides.zip,1890175,4,"",1890175,6,Interference-and-Diffraction-Assignment.pdf,1890175,4,1263,1890175,4,"apps on physics, interference, diffraction, wavelength, interference pattern, relative intensity, angle, diffraction pattern, maxima, minima, video tutorial.",1890175,4,2020-06-22 09:37:06,2020-07-01 09:28:55,Interference-and-Diffraction-Additionalmaterial.pdf,4,1890175
1387,1155,AorB-Hospital-data-entry-Slides.zip,14084,4,"",14084,6,"",14084,6,1154,14084,4,"stemi, stemi app, a/b hospital data entry on stemi app, spoken tutorial, video tutorial",7,4,2020-06-23 05:26:40,2020-07-15 06:24:21,,6,14084
1388,1153,D-Hospital-data-entry-Slides.zip,14084,4,"",14084,6,"",14084,6,1152,14084,4,"stemi, stemi app, d hospital data entry on stemi app, spoken tutorial, video tutorial",7,4,2020-06-23 06:27:20,2020-07-15 06:25:19,,6,14084
1389,1163,EMRI-to-AB-Hospital-Slides.zip,14084,4,"",14084,6,"",14084,6,1162,14084,4,"stemi, stemi app, data entry in stemi app, data entry of mandatory fields in main ecg tab, emri to ab hospital, spoken tutorial, video tutorial",7,4,2020-06-23 07:05:50,2020-07-15 13:21:13,,6,14084
1390,1162,EMRI-to-D-to-AB-Hospital-Slides.zip,14084,4,"",14084,6,"",14084,6,1161,14084,4,"stemi, stemi app, data entry in stemi app, data entry of mandatory fields in main ecg tab, emri to d hospital, emri to d to ab hospital, spoken tutorial, video tutorial",7,4,2020-06-23 07:35:37,2020-07-15 13:17:36,,6,14084
1391,1148,Essential-data-to-be-filled-before-an-ECG-Slides.zip,14084,4,"",14084,6,"",14084,6,1147,14084,4,"stemi, stemi app, data entry in stemi app, essential data before an ecg, stemi device, spoken tutorial, video tutorial",7,4,2020-06-23 07:48:02,2020-07-02 10:31:10,,6,14084
1392,1161,GVK-EMRI-to-D-Hospital-Slides.zip,14084,4,"",14084,6,"",14084,6,1160,14084,4,"stemi, stemi app, data entry in stemi app, data entry of mandatory fields in main ecg tab, gvk emri to d hospital, spoken tutorial, video tutorial",7,4,2020-06-23 08:12:54,2020-07-15 13:17:43,,6,14084
1393,1156,Non-STEMI-C-to-STEMI-AB-Hospital-Slides.zip,14084,4,"",14084,6,"",14084,6,1155,14084,4,"stemi, stemi app, data entry in stemi app in a/b hospital, patient transfer from non-stemi c hospital, non-stemi c to stemi ab hospital, spoken tutorial, video tutorial",7,4,2020-06-23 08:51:36,2020-07-15 06:54:34,,6,14084
1394,1158,Non-STEMI-C-to-STEMI-D-Hospital-Slides.zip,14084,4,"",14084,6,"",14084,6,1157,14084,4,"stemi, stemi app, data entry in stemi app in stemi d hospital, patient transfer from non-stemi c hospital, non-stemi c to stemi d hospital, spoken tutorial, video tutorial",7,4,2020-06-23 09:11:45,2020-07-15 08:29:31,,6,14084
1395,1157,Non-STEMI-D-to-STEMI-AB-Hospital-Slides.zip,14084,4,"",14084,6,"",14084,6,1156,14084,4,"stemi, stemi app, data entry in stemi app in a/b hospital, patient transfer from non-stemi d hospital, non-stemi d to ab hospital, spoken tutorial, video tutorial
",7,4,2020-06-23 09:27:28,2020-07-15 06:54:43,,6,14084
1396,1154,C-Hospital-data-entry-Slides.zip,14084,4,"",14084,6,"",14084,6,1153,14084,4,"stemi, stemi app, c hospital data entry on stemi app, spoken tutorial, video tutorial
",7,4,2020-06-23 09:32:06,2020-07-15 06:24:39,,6,14084
1397,1152,Initial-Patient-Details-data-entry-Slides.zip,14084,4,"",14084,6,"",14084,6,1151,14084,4,"stemi, stemi app, hospital admission data entry on stemi app, spoken tutorial, video tutorial",7,4,2020-06-24 05:41:47,2020-07-03 20:15:12,,6,14084
1398,1151,EMRI-or-Ambulance-data-entry-Slides.zip,14084,4,"",14084,6,"",14084,6,1150,14084,4,"stemi, stemi app, data entry in stemi app, data entry from emri, data entry from ambulance, spoken tutorial, video tutorial",7,4,2020-06-24 06:10:25,2020-07-03 06:52:30,,6,14084
1399,1149,Importance-of-Fibrinolytic-Checklist-Slides.zip,14084,4,"",14084,6,"",14084,6,1148,14084,4,"stemi, stemi app, data entry in stemi app, new patient tab, fibrinolytic checklist, systolic & diastolic b.p, cpr, cardiogenic shock, pci, spoken tutorial, video tutorial",7,4,2020-06-24 06:21:04,2020-07-03 06:52:43,,6,14084
1400,1150,"Search,-select-and-edit-a-patient-file-Slides.zip",14084,4,"",14084,6,"",14084,6,1149,14084,4,"stemi, stemi app, data entry in stemi app, stemi device, search and select a patient file, edit patient details in stemi app, spoken tutorial, video tutorial,
",7,4,2020-06-24 06:34:04,2020-07-03 06:52:15,,6,14084
1401,1159,STEMI-C-to-STEMI-AB-Hospital-Slides.zip,14084,4,"",14084,6,"",14084,6,1158,14084,4,"stemi, stemi app, c hospital data entry on stemi app, a/b hospital data entry on stemi app, stemi c to stemi ab hospital, spoken tutorial, video tutorial",7,4,2020-06-24 07:30:05,2020-07-15 08:29:52,,6,14084
1402,1160,STEMI-D-to-STEMI-AB-Hospital-Slides.zip,14084,4,"",14084,6,"",14084,6,1159,14084,4,"stemi, stemi app, d hospital data entry on stemi app, a/b hospital data entry on stemi app, stemi d to stemi ab hospital, spoken tutorial, video tutorial",7,4,2020-06-24 07:46:07,2020-07-15 08:30:05,,6,14084
1403,1146,Introduction-to-Maestros-Device-Slides.zip,14084,4,"",14084,6,"",14084,6,1145,14084,4,"maestros device, spo2 probe, bp cuff, ecg device, clamp, take ecg, spoken tutorial, video tutorial",7,4,2020-06-24 09:20:50,2020-07-01 16:48:27,,6,14084
1404,1479,Identify-Words-and-Letters-Slides.zip,1385807,4,"",1385807,6,Identify-Words-and-Letters-Assignment.txt,1385807,4,1363,1385807,4,"gcompris, letters, words, image with a missing letter, vocabulary, keyboard, language, educational activities, video tutorial.",1385807,4,2020-06-30 07:56:54,2020-07-23 04:46:38,,6,1385807
1405,1480,Addition-and-Subtraction-of-Numbers-Slides.zip,1385807,4,"",1385807,6,Addition-and-Subtraction-of-Numbers-Assignment.txt,1385807,4,1363,1385807,4,"gcompris, counting items, addition, subtraction, arithmetic expressions, count money, equality of numbers, memory game, educational activities, video tutorial.",1385807,4,2020-06-30 11:38:47,2020-07-23 04:45:41,,6,1385807
1406,1482,Introduction-to-LibreOffice-Writer-Slides.zip,24566,4,"",24566,6,Introduction-to-LibreOffice-Writer-Assignment.txt,24566,4,712,1479,4,"libreoffice writer 6.3, video tutorial, spoken tutorial, word processor, toolbars, title bar, menu bar, standard toolbar, formatting bar, search bar, status bar, type text, save document, export document as pdf, export as ms word, different file types, font names, font sizes, bold and align",7,4,2020-07-02 10:11:48,2020-07-06 17:56:39,,6,24566
1407,1481,Introduction-to-LibreOffice-Calc-Slides.zip,2342964,4,"",2342964,6,Introduction-to-LibreOffice-Calc-Assignment.txt,2342964,4,712,2342964,4,"libreoffice calc, open calc, toolbars in calc, open new spreadsheet in calc, open existing spreadsheet, save a spreadsheet, close a spreadsheet, save calc file as ms excel spreadsheet, save calc file as dot html, export calc file as a pdf document, spoken tutorial, video tutorial",7,4,2020-07-02 10:20:37,2020-07-06 18:01:11,,6,2342964
1408,1488,Working-with-Cells-in-Calc-Slides.zip,2342964,4,Working-with-Cells-in-Calc-Codefiles.zip,2342964,4,Working-with-Cells-in-Calc-Assignment.txt,2342964,4,1481,2342964,4,"libreoffice calc, enter numbers in calc spreadsheet, enter text in calc spreadsheet, enter date in calc spreadsheet, enter time in calc spreadsheet, use format cells option in calc, spoken tutorial, video tutorial",2342964,4,2020-07-02 16:16:20,2020-07-18 09:17:28,,6,2342964
1409,1483,Introduction-to-LibreOffice-Impress-Slides.zip,2430850,4,"",2430850,6,Introduction-to-LibreOffice-Impress-Assignment.txt,2430850,4,712,2430850,4,"libreoffice,impress,spoken tutorial,video tutorial,alternative to microsoft powerpoint,free open source software,impress basic features,add content to slide in impress,add bullet points in impress,open an existing presentation in impress,save impress presentation as ms powerpoint,export in pdf format in impress",2430850,4,2020-07-03 07:28:51,2020-07-06 16:22:47,,6,2430850
1410,1489,Working-with-Sheets-in-Calc-Slides.zip,2342964,4,Working-with-Sheets-in-Calc-Codefiles.zip,2342964,4,Working-with-Sheets-in-Calc-Assignment.txt,2342964,4,1488,2342964,4,"libreoffice calc, sheets, insert rows in calc, delete rows in calc, insert  columns in calc, delete columns in calc, insert sheets in calc, delete sheets in calc, rename sheets in calc, move sheets, spoken tutorial, video tutorial",2342964,4,2020-07-03 08:30:49,2020-07-06 16:54:10,,6,2342964
1411,1490,Formatting-Data--in-Calc-Slides.zip,2342964,4,Formatting-Data--in-Calc-Codefiles.zip,2342964,4,Formatting-Data--in-Calc-Assignment.txt,2342964,4,1489,2342964,4,"libreoffice, calc, format cell borders in calc, format cells background colour in calc, automatic wrapping in calc, merging cells in calc, shrinking cell text in calc, spoken tutorial, video tutorial.",7,4,2020-07-03 08:31:04,2020-07-06 18:03:12,,6,2342964
1412,1484,Typing-text-and-basic-formatting-in-Writer-Slides.zip,24566,4,Typing-text-and-basic-formatting-in-Writer-Codefiles.zip,24566,4,Typing-text-and-basic-formatting-in-Writer-Assignment.txt,24566,4,1482,24566,4,"libreoffice suite writer 6.3, spoken tutorial, video tutorial, align options, bullets, numbering, nested bullets, bold, underline, italics, font name, font size and font color ",7,4,2020-07-03 10:04:34,2020-07-06 17:57:17,,6,24566
1413,1494,Creating-a-presentation-in-Impress-Slides.zip,2430850,4,Creating-a-presentation-in-Impress-Codefiles.zip,2430850,4,Creating-a-presentation-in-Impress-Assignment.txt,2430850,4,1483,2430850,4,"libreoffice,impress,spoken tutorial,video tutorial,parts of impress window,alternative of microsoft powerpoint,impress basic features,impress user interface,tabs of impress,slide layouts in impress,insert new slides in impress,insert duplicate slides in impress,formatting of fonts in impress
",7,4,2020-07-03 11:30:50,2020-07-07 09:25:01,,6,2430850
1414,1495,Viewing-a-presentation-in-Impress-Slides.zip,2430850,4,Viewing-a-presentation-in-Impress-Codefiles.zip,2430850,4,Viewing-a-presentation-in-Impress-Assignment.txt,2430850,4,1494,2430850,4,"libreoffice,impress,spoken tutorial,video tutorial,parts of impress window,alternative of microsoft powerpoint,view options of impress,formatting bar of impress,master slides in impress,how to change slide design in impress,impress notes,impress slide sorter,impress outline,how to apply layout in impress",2430850,4,2020-07-03 12:27:55,2020-07-06 18:26:28,,6,2430850
1415,1496,Inserting-Pictures-and-Tables-in-Impress-Slides.zip,2430850,4,Inserting-Pictures-and-Tables-in-Impress-Codefiles.zip,2430850,4,Inserting-Pictures-and-Tables-in-Impress-Assignment.txt,2430850,4,1495,2430850,4,"libreoffice,impress,spoken tutorial,video tutorial,alternative of microsoft powerpoint,save image from website,inserting picture in impress presentation,resize picture in impress,hyperlink in impress,hyperlink to web page in impress,inserting tables in impress presentation",2430850,4,2020-07-03 15:52:13,2020-07-06 16:23:53,,6,2430850
1416,1485,"Inserting-images,-hyperlinks,-bookmarks-in-Writer-Slides.zip",24566,4,"Inserting-images,-hyperlinks,-bookmarks-in-Writer-Codefiles.zip",24566,4,"Inserting-images,-hyperlinks,-bookmarks-in-Writer-Assignment.txt",24566,4,1484,24566,4,"libreoffice suite writer 6.3, spoken tutorial, video tutorial, insert image, insert hyperlink,  insert bookmark, customize bookmark, target within the same document, target an external document and target a specific portion in external document",7,4,2020-07-03 18:10:51,2020-07-06 17:58:46,,6,24566
1417,1491,Basic-Data-manipulation-in-Calc-Slides.zip,2342964,4,Basic-Data-manipulation-in-Calc-Codefiles.zip,2342964,4,Basic-Data-manipulation-in-Calc-Assignment.txt,2342964,4,1490,2342964,4,"libreoffice, calc, ubuntu, basic arithmetic operations in calc, sorting columns in calc, ascending order, descending order, customised sorting, filtering data in calc, spoken tutorial, video tutorial",7,4,2020-07-03 20:44:00,2020-07-06 18:03:54,,6,2342964
1418,1492,Working-with-Data-in-Calc-Slides.zip,2342964,4,Working-with-Data-in-Calc-Codefiles.zip,2342964,4,Working-with-Data-in-Calc-Assignment.txt,2342964,4,1491,2342964,4,"libreoffice,Calc, using fill tools in Calc, using selection lists in calc, sharing contents between sheets in calc, removing data in calc, replacing data in calc, changing part of data in calc, spoken tutorial, video tutorial",7,4,2020-07-03 21:04:53,2020-07-06 18:02:06,,6,2342964
1419,1486,Tables-and-table-properties-in-Writer-Slides.zip,24566,4,Tables-and-table-properties-in-Writer-Codefiles.zip,24566,4,Tables-and-table-properties-in-Writer-Assignment.txt,24566,4,1485,24566,4,"libreoffice suite writer 6.3, spoken tutorial, video tutorial, insert table, add row, use tab key in table, modify rows and columns, table properties, table toolbar, various icons in table toolbar 
",7,4,2020-07-04 06:38:52,2020-07-06 17:59:58,,6,24566
1420,1487,Viewing-and-printing-a-document-in-Writer-Slides.zip,24566,4,Viewing-and-printing-a-document-in-Writer-Codefiles.zip,24566,4,Viewing-and-printing-a-document-in-Writer-Assignment.txt,24566,4,1486,24566,4,"libreoffice suite writer 6.3, spoken tutorial, video tutorial, view document, printing document,normal layout, web layout, full screen layout, zoom options in status bar, zoom  slider, use zoom head, use Zoom factor, different Zoom & View layout options",7,4,2020-07-04 07:31:39,2020-07-06 17:55:25,,6,24566
1421,1497,Printing-a-presentation-in-Impress-Slides.zip,2430850,4,Printing-a-presentation-in-Impress-Codefiles.zip,2430850,4,Printing-a-presentation-in-Impress-Assignment.txt,2430850,4,1496,2430850,4,"libreoffice,impress,spoken tutorial,video tutorial,alternative of microsoft powerpoint,printing a presentation in impress,printing slides in impress,printing impress presentation in handout format,printing impress presentation in outline format,printing impress presentation in notes format,print color in impress,print size in impress,layout of print in impress",2430850,4,2020-07-04 19:53:56,2020-07-06 16:18:10,,6,2430850
1422,1348,Elimination-of-Corporal-Punishment-Slides.zip,582954,4,"",582954,6,"",582954,6,1346,582954,4,"	 	 	 	 
corporal punishment, elimination of corporal punishment, role of school management, corporal punishment monitoring cell (cpmc), counsellor, role of counsellor in schools, alternate strategies, video tutorial.
",14794,4,2020-07-08 14:22:38,2020-07-15 13:15:30,,6,582954
1423,1499,"",2342964,0,"",2342964,0,"",2342964,0,,2342964,0,"",2342964,0,2020-07-12 13:11:32,2020-07-12 13:11:32,,0,
1424,1493,Viewing-and-printing-a-spreadsheet-in-Calc-Slides.zip,2342964,4,Viewing-and-printing-a-spreadsheet-in-Calc-Codefiles.zip,2342964,4,Viewing-and-printing-a-spreadsheet-in-Calc-Assignment.txt,2342964,4,1492,2342964,4,"libreoffice, calc, spreadsheet, print, normal view, page break, print spreadsheet, print cells, page format, page layout, page style, zoom factor, print settings, print to file, full screen mode, print ranges, print copies, print as pdf, spoken tutorial, video tutorial.",2342964,4,2020-07-12 13:51:58,2020-07-13 06:51:24,,6,2342964
1425,1502,Magnetism-and-Electromagnetism-Slides.zip,1890175,4,"",1890175,6,Magnetism-and-Electromagnetism-Assignment.pdf,1890175,4,1259,1890175,4,"apps on physics, magnetic field, lorentz force, current, voltage, right hand thumb rule, fleming's left hand rule, fleming's right hand rule, generator, commutator, dc generator, ac generator, electromagnetism, video tutorial.",1890175,4,2020-07-13 10:30:14,2020-07-17 06:48:09,,6,1890175
1426,1227,"",1479,0,"",1479,0,"",1479,0,,1479,0,"",1479,0,2020-07-14 11:49:48,2020-07-14 11:49:48,,0,
1427,1417,Celestial-Bodies-and-Constellations-Slides.zip,582954,4,"",582954,6,Celestial-Bodies-and-Constellations-Assignment.txt,582954,4,1416,582954,4,"marble, celestial bodies, stars, planets, solar system, constellations, plugins, star magnitude limit, lines, labels, orientation, zodiac signs, video tutorial.",582954,4,2020-07-16 09:26:59,2020-07-24 09:31:01,,6,582954
1428,1505,Exporting-Symbols-from-a-Module-Slides.zip,36848,4,Exporting-Symbols-from-a-Module-Codefiles.zip,36848,4,Exporting-Symbols-from-a-Module-Assignment.txt,36848,4,1453,36848,4,"export the symbols from a module, import the symbols in a module, export_symbol macros, export_symbol_gpl macros, depmod, modprobe, dmesg commands, video tutorial, spoken tutorial",36848,4,2020-07-17 10:36:00,2020-07-23 07:16:34,,6,36848
1429,1504,Identify-Colours-Slides.zip,1385807,4,"",1385807,6,Identify-Colours-Assignment.txt,1385807,4,1363,1385807,4,"gcompris, colours, advanced colours, primary colours of paint and light, colour combinations, nodes, educational activities, video tutorial.",1385807,4,2020-07-17 11:13:13,2020-07-23 10:04:51,,6,1385807
1430,1511,Creating-3D-Pipe-Geometry-and-Mesh-in-OpenFOAM-Slides.zip,2516526,4,Creating-3D-Pipe-Geometry-and-Mesh-in-OpenFOAM-Codefiles.zip,2516526,4,"",2516526,6,1510,2516526,4,"openfoam version 7, fossee, spoken tutorial, video tutorial, 3d-geometry, pipe, meshing, pre-processing, blockmesh, checkmesh, paraview",2516526,4,2020-07-17 12:20:09,2020-07-23 08:00:33,,6,2516526
1431,1517,Managing-DSpace-user-accounts-Slides.zip,2214020,4,"",2214020,6,Managing-DSpace-user-accounts-Assignment.txt,2214020,4,1470,2214020,4,"manage epersons, dspace group, create dspace group, add eperson, edit eperson profile, delete eperson, spoken tutorial, video tutorial",2214020,4,2020-07-17 16:52:49,2020-08-03 11:36:12,,6,2214020
1432,1507,Installing-OpenFOAM-in-Ubuntu-Linux-Slides.zip,2310607,4,"",2310607,6,"",2310607,6,9,7,4,"openfoam 7, paraview, cfd, computational fluid dynamics, installing openfoam, fossee, spoken tutorial, video tutorial",7,4,2020-07-20 06:22:57,2020-07-23 07:15:58,,6,2310607
1433,1409,Complementary-food-for-6-to-24-month-old-babies-Slides.zip,1498132,4,"",1498132,6,"",1498132,6,,1498132,6,"complementary food, baby food, consistency of food, frequency of meals, homemade food, finger foods for babies, 6 to 24 month old babies, snacks for 1-year-old babies, spoken tutorial, video tutorial",1498132,4,2020-07-20 11:57:05,2020-07-29 06:58:46,,6,1498132
1434,1508,Setting-up-a-Test-Case-in-OpenFOAM-Slides.zip,2310607,4,"",2310607,6,"",2310607,6,1507,2310607,4,"openfoam version 7, paraview, cfd, computational fluid dynamics, lid-driven cavity, pre-processing, blockmesh, controldict, icofoam, post-processing, fossee, spoken tutorial, video tutorial

",2310607,4,2020-07-20 13:04:19,2020-09-17 07:42:48,Setting-up-a-Test-Case-in-OpenFOAM-Additionalmaterial.pdf,4,2310607
1435,1509,Creating-2D-Channel-Geometry-and-Mesh-in-OpenFOAM-Slides.zip,2310607,4,Creating-2D-Channel-Geometry-and-Mesh-in-OpenFOAM-Codefiles.zip,2310607,4,Creating-2D-Channel-Geometry-and-Mesh-in-OpenFOAM-Assignment.txt,2310607,4,1508,2310607,4,"openfoam version 7, paraview, cfd, computational fluid dynamics, channel flow, blockmesh, meshing, structured mesh, graded mesh, pre-processing, fossee, spoken tutorial, video tutorial",2310607,4,2020-07-20 13:07:06,2020-09-17 07:42:55,Creating-2D-Channel-Geometry-and-Mesh-in-OpenFOAM-Additionalmaterial.pdf,4,2310607
1436,1510,Multi-block-Meshing-of-a-2D-Geometry-in-OpenFOAM-Slides.zip,2310607,4,Multi-block-Meshing-of-a-2D-Geometry-in-OpenFOAM-Codefiles.zip,2310607,4,Multi-block-Meshing-of-a-2D-Geometry-in-OpenFOAM-Assignment.txt,2310607,4,1509,2310607,4,"openfoam version 7, paraview, cfd, computational fluid dynamics, blockmesh, meshing, multiple blocks, graded mesh, mesh refinement, inflation layer, cyclic, expansion ratio, pre-processing, fossee, spoken tutorial, video tutorial",2310607,4,2020-07-20 13:08:11,2020-07-24 07:19:48,,6,2310607
1437,1224,"",47177,0,"",47177,0,"",47177,0,,47177,0,"",47177,0,2020-07-20 14:04:51,2020-07-20 14:04:51,,0,
1438,1512,Simulating-Hagen-Poiseuille-flow-through-a-pipe-in-OpenFOAM-Slides.zip,2516526,4,Simulating-Hagen-Poiseuille-flow-through-a-pipe-in-OpenFOAM-Codefiles.zip,2516526,4,"",2516526,6,1511,2516526,4,"openfoam version 7, fossee, spoken tutorial, video tutorial, pipe flow, hagen poiseuille flow, boundary conditions, initial conditions, laminar flow, newtonian flow, flow through pipe, 3d flow",2516526,4,2020-07-21 05:05:49,2020-07-26 03:56:16,,6,2516526
1439,1513,Basic-Post-Processing-using-ParaView-Slides.zip,2516526,4,"",2516526,6,Basic-Post-Processing-using-ParaView-Assignment.txt,2516526,4,1512,2516526,4,"openfoam version 7, fossee, spoken tutorial, video tutorial, pipe flow, hagen poiseuille flow, flow through pipe, clip, streamline, glyph, plot-over-line, graph, parabolic profile, paraview",2516526,4,2020-07-21 05:44:19,2020-07-23 07:17:19,,6,2516526
1440,1516,Grid-Resolution-and-Convergence-in-OpenFOAM-Slides.zip,2310607,4,"",2310607,6,"",2310607,6,1508,2310607,4,"openfoam version 7, paraview, cfd, computational fluid dynamics, blockmesh, meshing, mesh refinement, coarse mesh, medium mesh, fine mesh, probe location filter, grid independence study, courant number, lid-driven cavity, fossee, spoken tutorial, video tutorial",2310607,4,2020-07-21 09:48:37,2020-07-24 07:20:19,Grid-Resolution-and-Convergence-in-OpenFOAM-Additionalmaterial.pdf,4,2310607
1441,1506,Passing-Parameters-to-a-Module-Slides.zip,36848,4,Passing-Parameters-to-a-Module-Codefiles.zip,36848,4,Passing-Parameters-to-a-Module-Assignment.txt,36848,4,1505,36848,4,"moduleparam.h file, module_param() macro, module_param_array() macro, pass parameters to a module, video tutorial, spoken tutorials",36848,4,2020-07-21 10:05:22,2020-07-23 08:47:26,,6,36848
1442,1514,Simulation-a-2D-Turbulent-Flow-in-a-Channel-using-OpenFOAM-Slides.zip,2310607,4,Simulation-a-2D-Turbulent-Flow-in-a-Channel-using-OpenFOAM-Codefiles.zip,2310607,4,Simulation-a-2D-Turbulent-Flow-in-a-Channel-using-OpenFOAM-Assignment.txt,2310607,4,1512,2310607,4,"openfoam version 7, paraview, cfd, computational fluid dynamics, turbulence, k-epsilon, yplus, expansion ratio, blockmesh, wall function, channel flow, simplefoam, fossee, spoken tutorial, video tutorial",2310607,4,2020-07-21 15:20:50,2020-09-17 05:48:23,Simulation-a-2D-Turbulent-Flow-in-a-Channel-using-OpenFOAM-Additionalmaterial.pdf,4,2516526
