,Unnamed: 0,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword,cos
2250,2250,2614.0,how to open saved file using %save in windows,"hello,i am using window 10 and not able to open saved file in ipython. in the lecture ' additional features of python' instructor has opened the saved file at 06:10 mints of lecture.  pl guide me how to open a saved file (in editor) from ipython command window.thanks ",wherever you have saved the file just open the folder and open the file in the notepad.,Python-3.4.3,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
2248,2248,2614.0,how to open saved file using %save in windows,"hello,i am using window 10 and not able to open saved file in ipython. in the lecture ' additional features of python' instructor has opened the saved file at 06:10 mints of lecture.  pl guide me how to open a saved file (in editor) from ipython command window.thanks ",wherever you have saved the file just open the folder and open the file in the notepad.,Python-3.4.3,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
2246,2246,2614.0,how to open saved file using %save in windows,"hello,i am using window 10 and not able to open saved file in ipython. in the lecture ' additional features of python' instructor has opened the saved file at 06:10 mints of lecture.  pl guide me how to open a saved file (in editor) from ipython command window.thanks ",the file is saved in the present working directory.so you can go to that directory and open the file in any text editor(double clicking the file will also work).,Python-3.4.3,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
2282,2282,2123.0,not able to load the data," i am getting this error while loading the file. i have downloaded the file cat primes.txt  file ""<ipython-input-11-b296f9e207f4>"", line 1    cat primes.txt        ^syntaxerror: invalid syntax",cat is a command used to display the content of the files in linux. in windows cat command will not work. kindly open the file manually using notepad or any available text editor. or you can also use !type primes.txt,Python,loading-data-from-files,"Python, Reading data from files within single and multiple columns, video tutorial.",0.0
2284,2284,2123.0,not able to load the data," i am getting this error while loading the file. i have downloaded the file cat primes.txt  file ""<ipython-input-11-b296f9e207f4>"", line 1    cat primes.txt        ^syntaxerror: invalid syntax","file ""data.txt"" not avaiable in download section, can't show the execution of the file. ... cat primes.txt giving error says invalid syntaxi have copy and paste the text file in ... cat command not working. how to loadtext file. give file name including path as an example ...",Python,loading-data-from-files,"Python, Reading data from files within single and multiple columns, video tutorial.",0.0
2242,2242,2476.0,doubt in labels,"xlable(""$x$"")---------------------------------------------------------------------------typeerror                                 traceback (most recent call last)<ipython-input-117-e613db4a41e3> in <module>----> 1 xlable(""$x$"")error is thrown.",you have misspelt 'xlabel' it's xlabel not xlable. can't tell if it's only the error as you haven't shown the complete error log. hope this helps,Python-3.4.3,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
2285,2285,2703.0,cat command,"showing error while using cat command,which path should be given to load a data from prime.txt files.please give the solution for windows.","cat command in ubuntu is used for printing file contents in the terminal. more is equivalent command in windows for cat in ubuntu.ex. type the following command in command prompt, to print the contents of file primes.txt which is located at e:\practice\python.more e:\practice\python\primes.txt",Python,loading-data-from-files,"Python, Reading data from files within single and multiple columns, video tutorial.",0.0
2565,2565,213.0,(sin(x)*sin(x))/x not working in canopy,"i get an error message, ""typeerror"", with a traceback.  it says ""unsupported operand type(s) for /: 'line2d' and 'float'.is this command not expected to work in enthought's canopy?","dear user,the error message has nothing to do with enthought's canopy. it will show you the same error for any other ipython as well if you don't provide brackets to entire calculation.please try plot((sin(x)*sin(x))/x). this will not show you the error message.hope this helps.thanks.",Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2559,2559,3439.0,multiple plots,"in question 1:- we can use any number instead of (-5,5,100) ?","yes, you can replace with any reasonable numbers that can get you the results.just to clarify, - 5 is the start value, 5 is the end value and 100 is the number of points to be generated between start and end ",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2557,2557,3439.0,multiple plots,"in question 1:- we can use any number instead of (-5,5,100) ?","yes, you can replace with any reasonable numbers that can get you the results.just to clarify, - 5 is the start value, 5 is the end value and 100 is the number of points to be generated between start and end ",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2555,2555,2977.0,legend position,how to set the position of legend in figure/plot.,you can use the loc argument in the legend method to specify the locationplease see - https://matplotlib.org/3.1.0/api/_as_gen/matplotlib.pyplot.legend.html,Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2553,2553,2977.0,legend position,how to set the position of legend in figure/plot.,you can use the loc argument in the legend method to specify the locationplease see - https://matplotlib.org/3.1.0/api/_as_gen/matplotlib.pyplot.legend.html,Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2547,2547,2839.0,label of axes,"how to modify the label of x any y axis such as font size, color of font , width of axis etc.",you can change certain aspects of the axes by using keyword arguments and passing the correct values - for eg. facecolor argument for colorplease refer to https://matplotlib.org/3.2.1/api/_as_gen/matplotlib.pyplot.axes.html for a complete list of all keyword arguments,Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2545,2545,2839.0,label of axes,"how to modify the label of x any y axis such as font size, color of font , width of axis etc.",you can change certain aspects of the axes by using keyword arguments and passing the correct values - for eg. facecolor argument for colorplease refer to https://matplotlib.org/3.2.1/api/_as_gen/matplotlib.pyplot.axes.html for a complete list of all keyword arguments,Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2543,2543,2421.0,what are the usage of 'r' in following line?,"legend([r'$y=4(x^2)$' , r'$y=2x+3$'])",r denotes that it is a raw string,Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2541,2541,2421.0,what are the usage of 'r' in following line?,"legend([r'$y=4(x^2)$' , r'$y=2x+3$'])",r denotes that it is a raw string,Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2539,2539,2089.0,delete the line from graph (multiple plots),if i draw two or more line on graph i want to delete one of line from graph what function is used to delete the any one of line ,"you need to store the plot command in a variable and use the remove method to clear the specific plot.for e.g.x = linspace(0, 2*pi, 50)a = plot(x, sin(x))b = plot(x, cos(x))let's say we want to remove the sine plot stored in the variable a. just type a[0].remove(). this will remove the sine plot but the cosine plot is still present.",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2537,2537,2089.0,delete the line from graph (multiple plots),if i draw two or more line on graph i want to delete one of line from graph what function is used to delete the any one of line ,"you need to store the plot command in a variable and use the remove method to clear the specific plot.for e.g.x = linspace(0, 2*pi, 50)a = plot(x, sin(x))b = plot(x, cos(x))let's say we want to remove the sine plot stored in the variable a. just type a[0].remove(). this will remove the sine plot but the cosine plot is still present.",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2535,2535,2089.0,delete the line from graph (multiple plots),if i draw two or more line on graph i want to delete one of line from graph what function is used to delete the any one of line ,"you need to store the plot command in a variable and use remove method to clear the specific plot.for e.g.x = linspace(0, 2*pi, 50)a = plot(x, sin(x))b = plot(x, cos(x))let's say we want to remove the sine plot stored in the variable a. just type a[0].remove(). this will remove the sine plot but the cosine plot is still present.",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2533,2533,2089.0,delete the line from graph (multiple plots),if i draw two or more line on graph i want to delete one of line from graph what function is used to delete the any one of line ,"you need to store the plot command in a variable and use remove method to clear the specific plot.for e.g.x = linspace(0, 2*pi, 50)a = plot(x, sin(x))b = plot(x, cos(x))let's say we want to remove the sine plot stored in the variable a. just type a[0].remove(). this will remove the sine plot but the cosine plot is still present.",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2531,2531,2040.0,multiple plots,"in plot (x,sin(x),'b') and plot(x,cos(x),'g')here was does 'b' and 'g' denotes ?kindly help me in this regard.","b and g denotes the color of the sin and cos curve, in this example used blue for sin curve is denoted by 'b' and green for cos curve is denoted by 'g'.if you what the curve be red denote with 'r'.ex: plot(x,sin(x),'r')",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2529,2529,2040.0,multiple plots,"in plot (x,sin(x),'b') and plot(x,cos(x),'g')here was does 'b' and 'g' denotes ?kindly help me in this regard.","b and g denotes the color of the sin and cos curve, in this example used blue for sin curve is denoted by 'b' and green for cos curve is denoted by 'g'.if you what the curve be red denote with 'r'.ex: plot(x,sin(x),'r')",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2,2,1.0,ipython interpreter does not contain matplotlib,i downloaded and installed ipython interpreter but it does not contain matplotlib how can i get matplotlib installed where can i get ipython with matplotlib?,"hi,you need to install matplotlib package separately.you may go through the getting started with ipython tutorial.alternatively,you may follow the instructions given in the python installation sheet available here.
",Python,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
2525,2525,1450.0,formula t,dear sir here my plot option is not working for the t values.it shows an error msg-x and y must have same dimemsions,"the number of values in your l and t lists/arrays is not the same.please declare the l and t values again or load them from the relevant files again, check if the number of elements in each sequence is the same and then plot the graph.",Python,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2523,2523,1331.0,clearing a particular subplot,in the tutorial it is not shown how to clear a particular subplot from the main plot using pylab. is there a command like clf() to clear only a subplot?,"you can clear subplots (although this is not included in the tutorial) by storing the plot in a variable and then running the clf command using this variable.for example:sinplot = plot(x, sin(x), color='r')sinplot.clf()",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2521,2521,1331.0,clearing a particular subplot,in the tutorial it is not shown how to clear a particular subplot from the main plot using pylab. is there a command like clf() to clear only a subplot?,"you can clear subplots (although this is not included in the tutorial) by storing the plot in a variable and then running the clf command using this variable.for example:sinplot = plot(x, sin(x), color='r')sinplot.clf()",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2519,2519,1322.0,legend is shown in bottom part or middle part,in my case legend is displayed in bottom part / middle part. while in the recorded video it is always shown in top right corner. is there any issue with my configuration or any special settings are required to be done at my side?,"that is not an issue. the legend is auto-adjusted as per the plot window size. try resizing the window size of the plot, you will see the change.",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2517,2517,1322.0,legend is shown in bottom part or middle part,in my case legend is displayed in bottom part / middle part. while in the recorded video it is always shown in top right corner. is there any issue with my configuration or any special settings are required to be done at my side?,"that is not an issue. the legend is auto-adjusted as per the plot window size. try resizing the window size of the plot, you will see the change.",Python-3.4.3,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2515,2515,203.0,last exercise question,"i am trying to plot the graphs. but, unable to do so. i have written down this:in [17]: v=linspace(21,100,500)in [18]: t=linspace(200,200,500)in [19]: subplot(2,1,1)out[19]: <matplotlib.axes._subplots.axessubplot at 0x68a96a0>in [20]: plot(v,nr*200/v)out[20]: [<matplotlib.lines.line2d at 0x87563c8>]in [21]: subplot(2,1,2)out[21]: <matplotlib.axes._subplots.axessubplot at 0x72fb048>in [22]: plot(t,nr*200/v)out[22]: [<matplotlib.lines.line2d at 0x875d358>]in [23]: plot(t,2.0/v)  # tried this too as i wanted to test if i'm getting wrong with formula!out[23]: [<matplotlib.lines.line2d at 0x88b7630>]i have attached the figure which i am getting. plot pvt problemplease let me know where i'm getting wrong. thanks in advance!","hi,if you are trying to plot the same graphs as shown in the tutorial, then the formula that you have typed are not the same as shown in the tutorial & hence the difference in the plots.as far as the plots you are getting are concerned, there is nothing wrong with it. it has plotted according the the formula you have given in the plot command.please feel free to ask any more questions if it is still confusing.",Python,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2513,2513,203.0,last exercise question,"i am trying to plot the graphs. but, unable to do so. i have written down this:in [17]: v=linspace(21,100,500)in [18]: t=linspace(200,200,500)in [19]: subplot(2,1,1)out[19]: <matplotlib.axes._subplots.axessubplot at 0x68a96a0>in [20]: plot(v,nr*200/v)out[20]: [<matplotlib.lines.line2d at 0x87563c8>]in [21]: subplot(2,1,2)out[21]: <matplotlib.axes._subplots.axessubplot at 0x72fb048>in [22]: plot(t,nr*200/v)out[22]: [<matplotlib.lines.line2d at 0x875d358>]in [23]: plot(t,2.0/v)  # tried this too as i wanted to test if i'm getting wrong with formula!out[23]: [<matplotlib.lines.line2d at 0x88b7630>]i have attached the figure which i am getting. plot pvt problemplease let me know where i'm getting wrong. thanks in advance!","hi,if you are trying to plot the same graphs as shown in the tutorial, then the formula that you have typed are not the same as shown in the tutorial & hence the difference in the plots.as far as the plots you are getting are concerned, there is nothing wrong with it. it has plotted according the the formula you have given in the plot command.please feel free to ask any more questions if it is still confusing.",Python,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2287,2287,3165.0,code files,code files are not attached . hence cant load data from files,hello please check the code files section on the tutorial pagelink - https://spoken-tutorial.org/watch/python+3.4.3/loading+data+from+files/english/,Python,loading-data-from-files,"Python, Reading data from files within single and multiple columns, video tutorial.",0.0
2286,2286,2887.0,cat command,cat command  gives invalid syntax  error when run cat primes.txt,the command is %cat primes.txt,Python,loading-data-from-files,"Python, Reading data from files within single and multiple columns, video tutorial.",0.0
2244,2244,2614.0,how to open saved file using %save in windows,"hello,i am using window 10 and not able to open saved file in ipython. in the lecture ' additional features of python' instructor has opened the saved file at 06:10 mints of lecture.  pl guide me how to open a saved file (in editor) from ipython command window.thanks ",the file is saved in the present working directory.so you can go to that directory and open the file in any text editor(double clicking the file will also work).,Python-3.4.3,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
2240,2240,2476.0,doubt in labels,"xlable(""$x$"")---------------------------------------------------------------------------typeerror                                 traceback (most recent call last)<ipython-input-117-e613db4a41e3> in <module>----> 1 xlable(""$x$"")error is thrown.",you have misspelt 'xlabel' it's xlabel not xlable. can't tell if it's only the error as you haven't shown the complete error log. hope this helps,Python-3.4.3,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
1781,1781,1362.0,linux or windows,"dear sir/ madam, i'm the beginner of python and i want to know which os is best for phython",thank you,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
2178,2178,1325.0,"getting error ""nameerror: name 'linspace' is not defined""","getting error ""nameerror: name 'linspace' is not defined""",first run %pylab,Python-3.4.3,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
2174,2174,204.0,ip magic,"i am not able see that last line that you say ipython specific. (i am running python 3.4 (x64) on windows 7 x64 and have installed ipython and other packages through pip install command. i haven't been able to install scipy though.)this is what i get when i type ""%hist"". the last ipmagic line is missing.in [7]: %histx=linspace(-2*pi,2*pi,100)plot(x,xsin(x))plot(x,x*sin(x))xlabel(""x"")ylabel(""$f(x)$"")title('$x and sin(x)$')%hist is it because of python 3 version? please help.","hi,the output that you are getting is absolutely correct. %hist itself is an ipython magic command which shows the history of commands executed in a session including the most recent command (which is %hist in our case).it's just that the way it is displayed on terminal is different. this is probably because of the different ipython versions & not python version.thanks !",Python,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
2172,2172,204.0,ip magic,"i am not able see that last line that you say ipython specific. (i am running python 3.4 (x64) on windows 7 x64 and have installed ipython and other packages through pip install command. i haven't been able to install scipy though.)this is what i get when i type ""%hist"". the last ipmagic line is missing.in [7]: %histx=linspace(-2*pi,2*pi,100)plot(x,xsin(x))plot(x,x*sin(x))xlabel(""x"")ylabel(""$f(x)$"")title('$x and sin(x)$')%hist is it because of python 3 version? please help.","hi,the output that you are getting is absolutely correct. %hist itself is an ipython magic command which shows the history of commands executed in a session including the most recent command (which is %hist in our case).it's just that the way it is displayed on terminal is different. this is probably because of the different ipython versions & not python version.thanks !",Python,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
2170,2170,182.0,command %h not working as per required,"command ""%h 3"" (for example), should display recent 3 commands including\r\n %h command. instead only the 3rd command gets displayed. can anyone \r\nhelp please?","hi,probably the upgraded version of ipython does not support %hist 3. you can use %hist -l 3 to get the desired output. thank you for your feedback. ",Python,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
2168,2168,182.0,command %h not working as per required,"command ""%h 3"" (for example), should display recent 3 commands including\r\n %h command. instead only the 3rd command gets displayed. can anyone \r\nhelp please?","hi,probably the upgraded version of ipython does not support %hist 3. you can use %hist -l 3 to get the desired output. thank you for your feedback. ",Python,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
1803,1803,3327.0,how to download ipython interpreter,i have downloaded python-3.8.5 so how to install ipython. i am having trouble while doing this can you please help.,please see the documentation here https://ipython.org/install.html,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1802,1802,2940.0,i need output for the following basic python program,"source code using a temporary variable in<a href=""https://nareshit.com/python-online-training/"" target="""" title=""""> python</a># python program to swap two variablesx = 5y = 10# to take inputs from the user#x = input('enter value of x: ')#y = input('enter value of y: ')# create a temporary variable and swap the valuestemp = xx = yy = tempprint('the value of x after swapping: {}'.format(x))print('the value of y after swapping: {}'.format(y)) reference : https://nareshit.com/python-online-training/",output:the value of x after swapping: 10 the value of y after swapping: 5,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1801,1801,2882.0,use of python in android,shall i use python in android easily.   and for use of this which application i have to install.    please guide me regarding this.,"although it is not a popular option to build android apps, it is possible to build android apps using python with the package called kivy",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1800,1800,2826.0,comparative,how python is different as compared to matlab?,https://realpython.com/matlab-vs-python/,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1799,1799,2743.0,certificate,"sir, if we successfully pass in the final test would we be getting an e-certificate free of cost?",yes ,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1798,1798,2194.0,problem in ipython installation,"after successful installation of ipython,the error it shows isipython' is not recognized as an internal or external command,operable program or batch file.",you can download anaconda from https://www.anaconda.com/distribution/.it provides the basic packages required for the course.,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1797,1797,2178.0,mr.,"sir/madam, i cannot install ipython in my windows version 8 in my laptop .can you please share the easy way to install by giving the link /path. i request you to give link to install matplotlib . ",you can download and install anaconda from https://www.anaconda.com/distribution/.it provides with all the packages required for the course.,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1796,1796,2178.0,mr.,"sir/madam, i cannot install ipython in my windows version 8 in my laptop .can you please share the easy way to install by giving the link /path. i request you to give link to install matplotlib . ","sir/madam, i cannot install ipython in my windows version 8 in my laptop .can you please share the easy way to install by giving the link /path. i request you to give link to install matplotlib ",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1795,1795,2092.0,regarding crash problem during python installation on os windows 10,"dear sir/mami am unable to install python as per instructions attached in pdf. kindly resolve.following crash report i received.---------------------------------------------------------------------------typeerror                              python 2.7.5: c:\python27\python.exe                                                   mon apr 20 22:53:53 2020a problem occured executing python code.  here is the sequence of functioncalls leading up to the error, with the most recent (innermost) call last.c:\python27\scripts\ipython in <module>()     13     14 [or simply ipython.shell.ipshell().mainloop(1) ]     15     16 and ipython will be your working environment when you start python. the final     17 sys.exit() call will make python exit transparently when ipython finishes, so     18 you don't have an extra prompt to get out of.     19     20 this is probably useful to developers who manage multiple python versions and     21 don't want to have correspondingly multiple ipython versions. note that in     22 this mode, there is no way to pass ipython any command-line options, as those     23 are trapped first by python itself.     24 """"""     25     26 import ipython.shell     27---> 28 ipython.shell.start().mainloop()        global ipython.shell.start.mainloop = undefined     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43c:\python27\lib\site-packages\ipython\shell.pyc in start(user_ns=none)   1226             th_mode = special_opts.pop()   1227         except keyerror:   1228             th_mode = 'tkthread'   1229         return th_shell[th_mode]   1230   1231   1232 # this is the one which should be called by external code.   1233 def start(user_ns = none):   1234     """"""return a running shell instance, dealing with threading options.   1235   1236     this is a factory function which will instantiate the proper ipython shell   1237     based on the user's threading choice.  such a selector is needed because   1238     different gui toolkits require different thread handling details.""""""   1239   1240     shell = _select_shell(sys.argv)-> 1241     return shell(user_ns = user_ns)   1242   1243 # some aliases for backwards compatibility   1244 ipythonshell = ipshell   1245 ipythonshellembed = ipshellembed   1246 #************************ end of file <shell.py> ***************************   1247   1248   1249   1250   1251   1252   1253   1254   1255   1256c:\python27\lib\site-packages\ipython\shell.pyc in __init__(self=<ipython.shell.ipshell instance>, argv=none, user_ns=none, user_global_ns=none, debug=1, shell_class=<class 'ipython.iplib.interactiveshell'>)     58 # default timeout for waiting for multithreaded shells (in seconds)     59 gui_timeout = 10     60     61 #-----------------------------------------------------------------------------     62 # this class is trivial now, but i want to have it in to publish a clean     63 # interface. later when the internals are reorganized, code that uses this     64 # shouldn't have to change.     65     66 class ipshell:     67     """"""create an ipython instance.""""""     68     69     def __init__(self,argv=none,user_ns=none,user_global_ns=none,     70                  debug=1,shell_class=interactiveshell):     71         self.ip = make_ipython(argv,user_ns=user_ns,     72                                user_global_ns=user_global_ns,---> 73                                debug=debug,shell_class=shell_class)        global for = undefined        global more = undefined        global details = undefined        global see = undefined        global the = undefined        global __call__ = undefined        global method = undefined        global below. = undefined     74     75     def mainloop(self,sys_exit=0,banner=none):     76         self.ip.mainloop(banner)     77         if sys_exit:     78             sys.exit()     79     80 #-----------------------------------------------------------------------------     81 def kill_embedded(self,parameter_s=''):     82     """"""%kill_embedded : deactivate for good the current embedded ipython.     83     84     this function (after asking for confirmation) sets an internal flag so that     85     an embedded ipython will never activate again.  this is useful to     86     permanently disable a shell that is being called inside a loop: once you've     87     figured out what you needed from it, you may then kill it and the program     88     will then continue to run without the interactive shell interfering again.c:\python27\lib\site-packages\ipython\ipmaker.pyc in make_ipython(argv=[r'c:\python27\scripts\ipython'], user_ns=none, user_global_ns=none, debug=1, rc_override=none, shell_class=<class 'ipython.iplib.interactiveshell'>, embedded=false, **kw={})    506     # tweaks. basically options which affect other options. i guess this    507     # should just be written so that options are fully orthogonal and we    508     # wouldn't worry about this stuff!    509    510     if ip_rc.classic:    511         ip_rc.quick = 1    512         ip_rc.cache_size = 0    513         ip_rc.pprint = 0    514         ip_rc.prompt_in1 = '>>> '    515         ip_rc.prompt_in2 = '... '    516         ip_rc.prompt_out = ''    517         ip_rc.separate_in = ip_rc.separate_out = ip_rc.separate_out2 = '0'    518         ip_rc.colors = 'nocolor'    519         ip_rc.xmode = 'plain'    520--> 521     ip.pre_config_initialization()    522     # configure readline    523    524     # update exception handlers with rc file status    525     otrap.trap_out()  # i don't want these messages ever.    526     ip.magic_xmode(ip_rc.xmode)    527     otrap.release_out()    528    529     # activate logging if requested and not reloading a log    530     if ip_rc.logplay:    531         ip.magic_logstart(ip_rc.logplay + ' append')    532     elif  ip_rc.logfile:    533         ip.magic_logstart(ip_rc.logfile)    534     elif ip_rc.log:    535         ip.magic_logstart()    536c:\python27\lib\site-packages\ipython\iplib.pyc in pre_config_initialization(self=<ipython.iplib.interactiveshell object>)    820                           self.user_ns,  # globals    821                           # skip our own frame in searching for locals:    822                           sys._getframe(depth+1).f_locals # locals    823                           ))    824    825     def pre_config_initialization(self):    826         """"""pre-configuration init method    827    828         this is called before the configuration files are processed to    829         prepare the services the config files might need.    830    831         self.rc already has reasonable default values at this point.    832         """"""    833         rc = self.rc    834         try:--> 835             self.db = pickleshare.picklesharedb(rc.ipythondir + ""/db"")        global prompt = undefined        global a = undefined        global string = <module 'string' from 'c:\python27\lib\string.pyc'>        global to = undefined        global be = undefined        global printed = undefined        global the = undefined        global user. = undefined    836         except exceptions.unicodedecodeerror:    837             print ""your ipythondir can't be decoded to unicode!""    838             print ""please set home environment variable to something that""    839             print r""only has ascii characters, e.g. c:\home""    840             print ""now it is"",rc.ipythondir    841             sys.exit()    842         self.shadowhist = ipython.history.shadowhist(self.db)    843    844     def post_config_initialization(self):    845         """"""post configuration init method    846    847         this is called after the configuration files have been processed to    848         'finalize' the initialization.""""""    849    850         rc = self.rcc:\python27\lib\site-packages\ipython\extensions\pickleshare.pyc in __init__(self=picklesharedb('c:\users\gagan\_ipython\db'), root=u'c:\\users\\gagan\\_ipython/db')     38 import cpickle as pickle     39 import userdict     40 import warnings     41 import glob     42     43 def gethashfile(key):     44     return (""%02x"" % abs(hash(key) % 256))[-2:]     45     46 _sentinel = object()     47     48 class picklesharedb(userdict.dictmixin):     49     """""" the main 'connection' object for pickleshare database """"""     50     def __init__(self,root):     51         """""" return a db object that will manage the specied directory""""""     52         self.root = path(root).expanduser().abspath()---> 53         if not self.root.isdir():     54             self.root.makedirs()     55         # cache has { 'key' : (obj, orig_mod_time) }     56         self.cache = {}     57     58     59     def __getitem__(self,key):     60         """""" db['key'] reading """"""     61         fil = self.root / key     62         try:     63             mtime = (fil.stat()[stat.st_mtime])     64         except oserror:     65             raise keyerror(key)     66     67         if fil in self.cache and mtime == self.cache[fil][1]:     68             return self.cache[fil][0]typeerror: _isdir() takes exactly 1 argument (0 given)**********************************************************************oops, ipython crashed. we do our best to make it stable, but...a crash report was automatically generated with the following information:  - a verbatim copy of the crash traceback.  - a copy of your input history during this session.  - data on your current ipython configuration.it was left in the file named:        'c:\users\gagan\_ipython\ipython_crash_report.txt'if you can email this file to the developers, the information in it will helpthem in understanding and correcting the problem.you can mail it to: fernando perez at fperez.net@gmail.comwith the subject 'ipython crash report'.if you want to do it now, the following command will work (under unix):mail -s 'ipython crash report' fperez.net@gmail.com < c:\users\gagan\_ipython\ipython_crash_report.txtto ensure accurate tracking of this issue, please file a report about it at:https://bugs.launchpad.net/ipython/+filebugpress enter to exit:replyforwardreplyforward",you can install anaconda from https://www.anaconda.com/distribution/this will provide you with all the required packages.you can go through https://docs.anaconda.com/anaconda/navigator/getting-started/ documentation to manage anaconda.,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
