id,uid,category,tutorial,minute_range,second_range,title,body,date_created,date_modified,views,status
30,985,Oscad,Introduction-to-Oscad,03-04,30-40,E: Unable to locate package kicad - Installing Oscad on Ubuntu 13.10,"        
        <span style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;"">While installing oscad in ubuntu13.10 i am getting error message in terminal:</span><u style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;""><i><br><br></i></u><span style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;"">Reading package lists... Done<br>Building dependency tree&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br>Reading state information... Done<br>E: Unable to locate package kicad<br>E: Unable to locate package ngspice<br>Checking python Modules......................<br>Error: Python module wx not found.<br>Trying to install wx<br>sh: 1: ./installModule.sh: Permission denied<br>Unable to find wx<br>Please re-run the ./installOSCAD.sh If you are getting this error first time<br>Please Install Python Library: python-wxgtk2.8 wx-common using package manager<br>Some python modules are not available. Kindly install them and then re-run installOSCAD.sh</span>
    <div><u style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;""><i><br></i></u></div><div><u style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;""><i><br></i></u></div><div><span style=""font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; font-size: 13px; line-height: normal;""><i>(query by Prof. Marmik Soni)</i></span></div>
    ",2014-03-20 03:08:25,2020-10-04 01:09:05,968,1
31,21330,Advanced-C++,Function-Overloading-And-Overriding,07-08,0-10,return type,"During function overloading ,<br>Why the return type of the functions(that are overloaded) must be same?<br><br>in other books we had read that <br>overloading functions should have <br>1) same name(functions should exist in same class)<br>2)either the parameter type should be different&nbsp; or the no. of parameters should be different .<br><br>NOTHING ABOUT FUNCTIONS&nbsp; RETURN TYPE.<br>",2014-03-20 14:04:39,2020-10-11 05:32:54,958,1
32,16624,General,General,None,None,Regarding Certificate.,"
        
        Sir/Madam,<br>Greets of the day!<br>Being organizer of several workshop in my college I am really please to work on such a great tutorials that you provide. But I want to request you for allowing my students to download the certificate instantly as and when they submit their answers.<br><br>I do respect the procedure but if the students completes the exam then he/she has to wait for the invigilator to close the exam and after that he/she gets the certificate. so I request if there is a provision wherein a students completes the exam he/she can collect from certificate column. <br><br>Sincerely,<br>N.D. Bhagchandani.<br>
    
    ",2014-03-22 02:54:56,2020-10-09 16:01:54,652,1
33,21545,What-is-Spoken-Tutorial,General,01-02,0-10,Organiser name,How do I change the organiser name ??,2014-03-25 07:59:35,2020-10-09 17:09:59,625,1
34,19928,Java,General,None,None,Netbeans,what is the main difference between Netbeans 7 and Netbeans 8? Is there any new features which Netbean 8 support.<br>,2014-03-25 10:02:13,2020-10-09 19:53:20,977,1
35,19928,Java,Non-static-block,00-01,0-10,difference,What is difference between static and non-static block?<br>,2014-03-25 10:06:39,2020-10-10 23:26:17,940,1
36,19928,Java,Creating-class,00-01,0-10,oop,"Is Java is a pure OOP Language or not ? if yes&nbsp; why?",2014-03-25 10:09:13,2020-10-10 23:19:31,1025,1
37,19928,Java,Subclassing-and-Method-Overriding,00-01,0-10,Theard,"How&nbsp; a dead thread will be restarted?<br>",2014-03-25 10:11:08,2020-10-10 23:34:56,1205,1
38,19928,Java,Numerical-Datatypes,00-01,0-10,operator,Explain the working of Bit wise shift operators?<br>,2014-03-25 10:12:54,2020-10-10 23:18:51,938,1
39,21107,Oscad,Schematic-Creation-and-Simulation,05-06,30-40,Oscad Schematic,"        Whenever I try using IPRINT in my circuit&nbsp; as an ammeter,,I face the following problems:<br><br>1. Issues regarding the grounding,sometimes it does not accept simple gnd/gnd with pwr flag and the troubleshooting becomes impossible.<br><br>2. Even if the circuit passes ERC check,during simulation in the ngspice window,it shows some iteration where the message says gmin value reached and no proper results are obtained.<br><br>Please help me with this as I am not able to proceed wit even simple RC circuits.<br>
    ",2014-03-26 04:39:24,2020-10-11 05:10:14,784,1
40,925,Oscad,General,None,None,help with installing oscad on my aakash tablet,"
        
        Hi,<br><br>I need help to install Oscad on my Aakash tablet<br>I am not very tech savvy. So need detailed instructions install Oscad.<br>Please help.<br><br><span class=""gI""><span name=""saikanth atluri"" class=""gD"">Saikanth atluri</span> </span><br>Thanks
    
    ",2014-03-26 11:43:19,2020-10-05 17:09:31,877,1
41,19335,What-is-Spoken-Tutorial,What-is-Spoken-Tutorial-2min,01-02,10-20,Workshop assessment test - Reg.,"Respected sir/madam,<div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Greetings.I am K.Karthik from Pandian Yadav Saraswathi Engineering College, Sivagangai. My questions are</div><div>1.What do you mean by&nbsp;<b><i>Academic code</i></b>&nbsp;in student registration form?</div><div>2.What are the basic hardware/Software requirements for taking online test?</div><div>3. What is the duration of online test?Does it depends on the type of course?</div><div>4.Whether the questions are objective or Descriptive?</div><div>5.Any model question paper available for C/C++?</div><div><br></div><div>Thanks and Regards,</div><div>k.karthik,</div><div>ap/ece</div><div>PSYEC.&nbsp;</div>",2014-03-29 15:01:49,2020-10-10 11:23:34,934,1
42,19006,Java,Getting-started-java-Installation,00-01,0-10,didnt get any update-reg,"I conducted workshop on 28.02.2014.But it still shows the list of 
completed workshop is empty.Is there any other steps i will do?",2014-03-31 16:12:01,2020-10-11 00:16:55,1008,1
43,19006,Java,Subclassing-and-Method-Overriding,10-11,50-60,General question _didnt get any update-reg,"I conduced workshop on 28.02.2014.But still it shows the approved 
workshop and the list of completed workshop is empty.How can i get 
update for this?",2014-03-31 16:20:07,2020-10-10 09:11:33,1248,1
44,2816,Python,Getting-started-with-ipython,None,None,Problems in Python Tutorial,"
        
        
        <div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">Dear mam,</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">&nbsp;</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">Greetings....</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">&nbsp;</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">while going through tutorial of Python ... Students are facing problems as follows:</div><ul style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;""><li style=""margin-left: 15px;"">Mismatch in commands outputs of tutorial of level1 itself.</li><li style=""margin-left: 15px;"">difference in the version of tutorial software and software provided in CD.</li><li style=""margin-left: 15px;"">For example ... Interface prompt for very first command is different</li><li style=""margin-left: 15px;"">help commands are not running</li><li style=""margin-left: 15px;"">linspace command is not running</li><li style=""margin-left: 15px;"">tabs is not functioning</li><li style=""margin-left: 15px;"">ctrl+D command for exit is not working...</li></ul><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">I am attaching the word file with print screen of tutorial and working prompts...Pls kindly advise us the solution because studenst are not able to correlate the tutorial.</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">&nbsp;</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;""><a href=""http://www.scribd.com/doc/215649725/Problems"" style=""font-family: 'Varela Round', sans-serif; font-size: 15px; line-height: 1.428571429;"">http://www.scribd.com/doc/215649725/Problems</a></div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">&nbsp;</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">Regards</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">Dr Shikha</div><div style=""font-family: arial, sans-serif; font-size: 13.333333015441895px; line-height: normal;"">(Posted on behalf of Dr. Shikha Singh)</div>
    
    
    ",2014-04-01 06:45:49,2020-10-07 14:02:22,1304,1
45,22170,Oscad,Schematic-Creation-and-Simulation,None,None,Cannot run analysis inserter,"Hi,<div>I managed to get most of oscad working in windows 8.1.&nbsp;</div><div>Having issues in others like the following:</div><div>I cannot get the analysis Inserter to work... the cmd window keeps giving the following:</div><div><br></div><div>Traceback (most recent call last):</div><div>File ""C:/OSCAD/OSCAD/analysisInserter/convertergui.py"", line 9, in &lt;module&gt;&nbsp;</div><div>import wx</div><div><span style=""line-height: 1.428571429;"">ImporterError: No module named wx</span></div><div><br></div><div>I am a bit lost here and cannot do much simulation I guess without the analysis Inserter...</div><div><br></div><div>Any ideas...??</div>",2014-04-01 11:10:17,2020-09-30 02:08:42,818,1
46,22170,Oscad,Schematic-Creation-and-Simulation,08-09,20-30,Error when converting spice to ngspice,"        
        Hi,<div>I'm now following your spoken video tutorials and trying to do what is being shown in the video.</div><div>I have done exactly what is being said/shown in the video twice and still get the same result both times, the following msg comes up in the cmd window when I click the spice-&gt;ngspice converter (icon 3).</div><div><br></div><div>Traceback (most recent call last):</div><div>&nbsp; &nbsp; File ""c:/oscad/oscad/kicadtoNgspice/KicadtoNgspice.py"", line 1258, in &lt;module&gt;</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;finalNetlist=int(sys.argv[2])</div><div>ValueError: invalid literal for int() with base 10: 'circ.cir'</div><div><br></div><div>What do I do now?</div>
    
    ",2014-04-02 10:42:17,2020-10-01 21:28:40,872,1
47,22151,Oscad,Schematic-Creation-and-Simulation,None,None,problem with subcircuit builder,"Hi,<br><br>i done schematic after, i opend&nbsp; subcircuit editor window but it's not responding.<br><br>hepl me.<br>",2014-04-03 07:53:02,2020-10-01 06:25:19,783,1
48,13271,Oscad,Schematic-Creation-and-Simulation,04-05,30-40,Problem in wiring,"Sir / Madam<div><font size=""4""><br></font></div><div><span style=""color: rgb(0, 0, 0); font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, 'Lucida Grande', sans-serif; line-height: normal;""><font size=""4"">I am unable to connect wires I have tried by changing the grid size but there are some ERC errors. I have also read the book but there was not sufficient explanation.</font></span></div>",2014-04-03 11:05:01,2020-10-05 05:05:23,752,1
49,22170,Oscad,Schematic-Creation-and-Simulation,None,None,fatal error in ngspice window,"
        
        Hi,<div>I drew a simple schem with an opamp, annotate, erc, checklist, analysis, and kicadtongspice all fine with cir.out and cir.ckt files created.&nbsp;</div><div><br></div><div>netlist created:</div><div><div>* EESchema Netlist Version 1.1 (Spice format) creation date: 03/04/2014 17:48:20</div><div><br></div><div>* To exclude a component from the Spice Netlist add [Spice_Netlist_Enabled] user FIELD set to: N</div><div>* To reorder the component spice node sequence add [Spice_Node_Sequence] user FIELD and define sequence: 2,1,0</div><div><br></div><div>*Sheet Name:/</div><div>X1 &nbsp;2 3 1 UA741<span class=""Apple-tab-span"" style=""white-space:pre"">		</span></div><div>R2 &nbsp;2 1 R<span class=""Apple-tab-span"" style=""white-space:pre"">		</span></div><div>R1 &nbsp;2 0 R<span class=""Apple-tab-span"" style=""white-space:pre"">		</span></div><div>v1 &nbsp;3 0 SINE<span class=""Apple-tab-span"" style=""white-space:pre"">		</span></div><div><br></div><div>.end</div></div><div><br></div><div><br></div><div>I then run the ngspice and get a ""fatal error in ngspice"" message with the following message:</div><div><br></div><div>Note: can't find init file</div><div>******</div><div>** ngspice-25 : Circuit level simulation program</div><div>** The U. C. Berkley CAD Group</div><div>** Copyright .......</div><div>******</div><div>ua741.sub: No such file or directory</div><div>Error: &nbsp;.include statement failed.</div><div><br></div><div>not sure what has happened here.. help would be appreciated.</div>
    
    ",2014-04-03 12:38:02,2020-10-09 15:44:32,2543,1
50,925,Oscad,General,None,None,ADMITTANCE COMPONENT,"<div><div><div><div>Respected Sir,<br><br></div>I am working as an Assistant Prof. At D.D.University,Gujarat.<br><br></div>I am trying to solved problems using OSCAD. I could not find the admittance component (unit Mho or Siemens).<br>
<br></div>Please help me regarding this matter.<br><br></div>Prof. A.B.Pandya",2014-04-04 12:53:55,2020-10-06 01:11:16,676,1
51,20963,Oscad,Schematic-Creation-and-Simulation,None,None,Transformer component,"&nbsp;I'm unable to find transformer component. Can you please tell me in which library it is available?",2014-04-04 17:17:58,2020-10-08 22:50:29,801,1
52,20963,Oscad,Schematic-Creation-and-Simulation,None,None,subcircuit builder,"&nbsp;Sir,<div><br></div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;I tried creating a summing amplifier , annotation and erc are all fine. Since I had used ua741 I tried importing the subcircuit as given in the procedure in the oscad manual. When I select the subcircuit ua741 from the list and click on OK, I keep getting ""unable to import subcircuit"" . Please help with this.</div><div>Thanks!</div>",2014-04-05 18:04:52,2020-10-03 13:22:13,725,1
53,925,Oscad,General,None,None,Changing Vth for diode,"Dear sir,<br>
<br>
I want to implement diode circuit using oscad.How i can change diode<br>
saturation current using oscad? I am using window 7 and scilab 5.4.1<br>
has been installed on system.How can i use oscad and scilab ?<br>
<br>
<br>
Regards,<br>
Biren",2014-04-06 10:01:53,2020-09-28 18:57:53,673,1
54,13271,Oscad,Schematic-Creation-and-Simulation,None,None,unable to open ngspice,"<div>Hi,</div><div><br></div><div>I am unable to open ngspice. I have made .cir.ckt and .cir.out and prompt window says ""T<span style=""line-height: 1.428571429;"">he application has failed to start because its side-by-side configuration is in</span><span style=""line-height: 1.428571429;"">correct. Please see the application event log or use the command-line sxstrace.e</span><span style=""line-height: 1.428571429;"">xe tool for more detail."" I tried it but I don't get it</span></div>",2014-04-07 10:38:40,2020-09-30 09:00:04,743,1
55,14083,Linux,Basics-of-System-Administration,02-03,50-60,Linux Server Administration,"<b><font size=""4"">its not my question but its suggestion to provide 
Linux Server Administration course based on certification .... TY 
diploma and Engineering students having special subject..</font></b>",2014-04-11 04:46:23,2020-10-09 21:14:04,1319,1
56,22882,KiCad,Designing-circuit-schematic-in-KiCad,00-01,0-10,unable to locate components,"Dear sir,<div><br></div><div>I am not able to find&nbsp;&nbsp; Non-linear Dependent Sources and switches in kicad ,which are available in ngspice.
    </div><div><br></div><div>Regards,</div><div>Biren</div>",2014-04-14 06:12:02,2020-09-28 22:50:30,1241,1
